formation_days,hold_days,rebalances,n_buckets,q1_ann_alpha,q5_ann_alpha,spread_ann,mean_rank_ic,ic_t_stat,monotonic
126,63,28,5,0.17700946359534117,0.07720546682522875,0.09980399677011242,0.02863961149348307,1.1654262828077258,FALSE
