date,symbol,daily_alpha,mean_daily_alpha,jensen_alpha_ann,info_ratio,beta,ret_1m,ret_3m,momentum_score
2026-05-29,AAPL,-0.003931,8.42e-4,0.228363,1.109126,0.936649,0.15505,0.18124,72.010204
2026-06-01,AAPL,-0.021149,7.54e-4,0.206991,0.988714,0.933967,0.093418,0.161365,71.831633
2026-06-02,AAPL,0.027665,8.57e-4,0.232454,1.111939,0.934111,0.138605,0.200671,69.438776
2026-06-03,AAPL,-0.008655,8.3e-4,0.223901,1.075911,0.939593,0.12076,0.191978,75.30102
2026-06-05,AAPL,0.013311,9.36e-4,0.254666,1.212408,0.912923,0.068971,0.193739,78.505102
2026-06-08,AAPL,-0.021136,8.47e-4,0.233001,1.093115,0.910819,0.028024,0.156079,77.076531
2026-06-10,AAPL,0.019311,8.54e-4,0.235692,1.084682,0.89629,-0.003758,0.140053,69.647959
2026-06-11,AAPL,-0.003107,8.49e-4,0.236206,1.078242,0.894344,0.002816,0.181953,69.852041
2026-06-12,AAPL,-0.02063,7.78e-4,0.221474,0.980551,0.883759,-0.025898,0.163961,69.239796
2026-06-16,AAPL,0.015475,8.61e-4,0.246757,1.084619,0.874695,0.0047,0.197247,76.872449
2026-06-17,AAPL,0.001493,8.47e-4,0.241442,1.0674,0.875883,-0.006346,0.188745,70.872449
2026-06-18,AAPL,-8.4e-4,7.66e-4,0.218024,0.97216,0.890346,-0.003211,0.201702,75.239796
2026-06-22,AAPL,-2.09e-4,7.62e-4,0.216509,0.969148,0.890722,-0.038242,0.180297,69.443878
2026-06-23,AAPL,0.005398,8.51e-4,0.234645,1.087322,0.898891,-0.047018,0.164991,70.668367
2026-06-24,AAPL,-0.003682,8.14e-4,0.224964,1.039281,0.899341,-0.04946,0.158923,69.647959
2026-06-25,AAPL,-0.062623,6.06e-4,0.171477,0.737149,0.901442,-0.107612,0.105908,42.505102
2026-06-26,AAPL,0.038596,7.19e-4,0.20226,0.861312,0.879485,-0.087084,0.140595,47.683673
2026-06-30,AAPL,0.019259,6.45e-4,0.189238,0.768005,0.866514,-0.055336,0.131948,48.908163
2026-05-29,ABBV,-0.006654,-2.82e-4,0.140123,-0.273562,0.168697,0.067831,-0.061875,47.989796
2026-06-01,ABBV,-0.024724,-3.8e-4,0.117644,-0.36746,0.165877,0.030639,-0.089498,45.94898
2026-06-02,ABBV,0.010242,-3.22e-4,0.128589,-0.310925,0.166167,0.034781,-0.088022,47.785714
2026-06-03,ABBV,0.015049,-2.64e-4,0.138545,-0.255195,0.161203,0.043092,-0.065505,50.234694
2026-06-05,ABBV,0.03599,-5e-6,0.185899,-0.005158,0.136612,0.108277,-0.012516,59.811224
2026-06-08,ABBV,-0.020572,-8.8e-5,0.166795,-0.082976,0.134756,0.106773,-0.017356,60.770408
2026-06-10,ABBV,0.013681,-1.7e-5,0.165683,-0.016292,0.135272,0.10933,-0.001864,62.403061
2026-06-11,ABBV,-0.017797,-9.2e-5,0.15926,-0.086496,0.130495,0.081353,0.02317,63.015306
2026-06-12,ABBV,0.007761,-3.5e-5,0.180418,-0.032993,0.130899,0.09223,0.036644,59.811224
2026-06-16,ABBV,0.009933,-9.5e-5,0.194693,-0.088533,0.078532,0.062366,0.067822,64.239796
2026-06-17,ABBV,0.006914,-6.8e-5,0.188953,-0.063498,0.083175,0.056444,0.072734,60.852041
2026-06-18,ABBV,-0.029226,-1.3e-4,0.178362,-0.120352,0.078123,0.012771,0.055688,46.153061
2026-06-22,ABBV,0.065598,1.33e-4,0.24454,0.12002,0.061701,0.066342,0.120906,64.117347
2026-06-23,ABBV,0.035173,2.79e-4,0.262282,0.2497,0.035819,0.088363,0.133121,68.382653
2026-06-24,ABBV,0.001017,2.89e-4,0.263744,0.25844,0.035829,0.102149,0.11259,66.545918
2026-06-25,ABBV,0.033677,4.25e-4,0.292025,0.377337,0.034482,0.14086,0.161127,64.969388
2026-06-26,ABBV,0.049224,6.86e-4,0.345453,0.603907,0.015845,0.176184,0.209885,67.214286
2026-06-30,ABBV,-0.018286,4.64e-4,0.313506,0.409368,0.014226,0.181797,0.170528,68.846939
2026-05-29,ACN,0.046107,-0.002845,-0.646772,-2.085953,0.724163,0.037779,-0.103727,40.030612
2026-06-01,ACN,0.048167,-0.002641,-0.59649,-1.918951,0.730473,0.093199,-0.063367,40.091837
2026-06-02,ACN,-0.054107,-0.002814,-0.641673,-2.023324,0.73144,0.033866,-0.113238,40.030612
2026-06-03,ACN,-0.040185,-0.003021,-0.70138,-2.161328,0.755263,-0.014935,-0.170888,19.744898
2026-06-05,ACN,0.022399,-0.002903,-0.67137,-2.067392,0.72217,0.02108,-0.17093,18.520408
2026-06-08,ACN,-0.023695,-0.002986,-0.691508,-2.127185,0.720214,-0.0332,-0.134901,20.969388
2026-06-10,ACN,-0.001356,-0.003024,-0.706919,-2.154953,0.719589,-0.010734,-0.130324,16.357143
2026-06-11,ACN,-0.034475,-0.003132,-0.724645,-2.223475,0.691483,-0.013253,-0.148131,10.770408
2026-06-12,ACN,0.011067,-0.00306,-0.702671,-2.166262,0.68577,0.06665,-0.134096,15.744898
2026-06-16,ACN,0.006929,-0.003211,-0.723955,-2.260048,0.640864,-0.067756,-0.151832,11.994898
2026-06-17,ACN,-0.044968,-0.003319,-0.764573,-2.322173,0.680561,-0.121318,-0.233554,10.770408
2026-06-18,ACN,-0.187469,-0.003927,-0.887764,-2.472346,0.555328,-0.276131,-0.360068,10.770408
2026-06-22,ACN,-0.021466,-0.003997,-0.908413,-2.519138,0.560452,-0.303559,-0.355017,10.770408
2026-06-23,ACN,0.031986,-0.003903,-0.887888,-2.450705,0.520165,-0.291397,-0.339487,10.770408
2026-06-24,ACN,0.017313,-0.00375,-0.849472,-2.353544,0.518239,-0.270339,-0.34248,10.770408
2026-06-25,ACN,-0.02723,-0.003847,-0.876613,-2.410735,0.515205,-0.289153,-0.346729,10.770408
2026-06-26,ACN,0.032347,-0.003732,-0.852037,-2.325142,0.495495,-0.268655,-0.330322,10.770408
2026-06-30,ACN,-0.010192,-0.004006,-0.9015,-2.487062,0.457626,-0.36700700000000003,-0.368517,10.770408
2026-05-29,AMD,-0.006333,0.005867,1.032553,2.464392,2.754765,0.530954,1.577793,82.5
2026-06-01,AMD,-0.014291,0.005786,1.009927,2.434028,2.751925,0.414905,1.671537,82.5
2026-06-02,AMD,0.021009,0.005799,1.021176,2.439324,2.75106,0.527025,1.580987,82.5
2026-06-03,AMD,0.047244,0.005944,1.07712,2.494229,2.720019,0.588452,1.72008,82.5
2026-06-05,AMD,-0.082792,0.005392,0.968304,2.234842,2.799872,0.106766,1.423635,90.75
2026-06-08,AMD,0.049089,0.005566,1.008942,2.305918,2.803819,0.077198,1.412685,90.75
2026-06-10,AMD,-0.032835,0.005356,0.991996,2.212144,2.818979,-0.013928,1.287853,90.75
2026-06-11,AMD,0.062689,0.00571,1.049413,2.350989,2.856499,0.089585,1.525725,90.75
2026-06-12,AMD,0.041925,0.00562,1.015857,2.322593,2.838491,0.148305,1.645276,90.75
2026-06-16,AMD,-0.067075,0.005481,0.930522,2.247229,2.899461,0.204993,1.543317,90.75
2026-06-17,AMD,0.022719,0.005581,0.987841,2.287523,2.861696,0.217321,1.4966140000000001,90.75
2026-06-18,AMD,0.040767,0.005698,1.002154,2.327271,2.893816,0.297838,1.6691,90.75
2026-06-22,AMD,0.029684,0.005794,1.03596,2.369415,2.885427,0.179932,1.68603,90.75
2026-06-23,AMD,-0.043089,0.005392,0.983774,2.206149,2.883611,0.111955,1.360058,90.75
2026-06-24,AMD,2.52e-4,0.005252,0.950214,2.151235,2.884283,0.031455,1.550621,90.75
2026-06-25,AMD,0.02324,0.005368,0.989376,2.198355,2.896265,0.056917,1.636616,90.75
2026-06-26,AMD,-0.013404,0.005425,1.032141,2.217911,2.911236,0.052549,1.582207,90.75
2026-06-30,AMD,0.068989,0.005913,1.108707,2.415599,2.912702,0.138749,1.763474,90.75
2026-05-29,AMGN,-0.00157,-2.41e-4,0.052167,-0.226268,0.555294,-0.003639,-0.132342,34.94898
2026-06-01,AMGN,-0.025467,-3.42e-4,0.028275,-0.320082,0.552296,-0.002092,-0.126976,33.112245
2026-06-02,AMGN,-0.004001,-3.51e-4,0.024256,-0.327956,0.552019,0.013617,-0.134495,28.72449
2026-06-03,AMGN,0.037359,-1.67e-4,0.072468,-0.154713,0.53174,0.044372,-0.079924,46.663265
2026-06-05,AMGN,0.037326,3.9e-5,0.120882,0.03523,0.487468,0.055782,-0.053988,65.97449
2026-06-08,AMGN,-0.013277,-1.5e-5,0.108449,-0.013467,0.48626,0.042297,-0.079109,63.729592
2026-06-10,AMGN,-0.004085,-4.7e-5,0.087078,-0.042983,0.496934,0.024697,-0.081731,40.867347
2026-06-11,AMGN,0.031355,1.9e-5,0.102192,0.017502,0.535897,0.052841,-0.033178,67.607143
2026-06-12,AMGN,-0.002188,2.7e-5,0.107603,0.024691,0.537286,0.055729,-0.030065,66.790816
2026-06-16,AMGN,-0.001712,-6.3e-5,0.101687,-0.056643,0.505,0.072289,-0.010356,63.729592
2026-06-17,AMGN,-0.005279,-7.8e-5,0.089212,-0.071058,0.515253,0.053238,-0.023605,58.137755
2026-06-18,AMGN,-0.019684,9.9e-5,0.128952,0.092288,0.546021,0.020711,-0.029327,41.683673
2026-06-22,AMGN,0.024237,1.96e-4,0.152755,0.181747,0.540114,0.015974,-0.010648,67.607143
2026-06-23,AMGN,0.021165,2.5e-4,0.159028,0.231924,0.518315,0.022723,-0.019552,65.97449
2026-06-24,AMGN,0.013201,2.64e-4,0.162185,0.244589,0.51745,0.046109,-0.004899,64.954082
2026-06-25,AMGN,0.00251,3.23e-4,0.17313,0.29953,0.521764,0.050247,0.011612,66.382653
2026-06-26,AMGN,0.022848,4.54e-4,0.199568,0.418662,0.513848,0.066268,0.027411,65.566327
2026-06-30,AMGN,-0.003432,2.34e-4,0.155923,0.218433,0.513423,0.100234,0.025023,72.096939
2026-05-29,AMZN,-0.014754,2.51e-4,-0.050503,0.254061,1.447464,0.028893,0.288762,81.362245
2026-06-01,AMZN,-0.037382,1e-4,-0.088007,0.100591,1.442757,-0.026094,0.251665,73.321429
2026-06-02,AMZN,-0.019501,6.3e-5,-0.096319,0.063317,1.446448,-0.057085,0.183101,70.056122
2026-06-03,AMZN,-0.018322,-4.1e-5,-0.121716,-0.040661,1.455634,-0.080978,0.141957,65.489796
2026-06-05,AMZN,-0.004767,-1.76e-4,-0.13972,-0.175924,1.439914,-0.105313,0.153933,49.647959
2026-06-08,AMZN,-0.005557,-1.97e-4,-0.14564,-0.197814,1.439339,-0.100704,0.144124,48.627551
2026-06-10,AMZN,-0.009584,-1.6e-4,-0.126684,-0.160671,1.439233,-0.115209,0.135876,49.443878
2026-06-11,AMZN,-0.002249,-1.54e-4,-0.129049,-0.154505,1.43041,-0.091453,0.162951,48.423469
2026-06-12,AMZN,-0.017664,-2.86e-4,-0.16583,-0.286609,1.430143,-0.116907,0.148697,48.831633
2026-06-16,AMZN,0.00588,-2.17e-4,-0.158676,-0.217699,1.437805,-0.071207,0.172154,52.989796
2026-06-17,AMZN,-0.022065,-2.64e-4,-0.167821,-0.263009,1.451095,-0.1033,0.13767,46.178571
2026-06-18,AMZN,0.02121,-8.4e-5,-0.128553,-0.083678,1.468851,-0.057646,0.189999,51.357143
2026-06-22,AMZN,-0.044318,-2.61e-4,-0.173746,-0.256311,1.480066,-0.125901,0.123287,39.137755
2026-06-23,AMZN,0.020192,-2.19e-4,-0.144494,-0.2141,1.449023,-0.120945,0.105805,43.117347
2026-06-24,AMZN,0.001147,-1.97e-4,-0.138572,-0.19307,1.448809,-0.116929,0.128795,44.341837
2026-06-25,AMZN,-0.032436,-3.92e-4,-0.183425,-0.382125,1.441175,-0.144295,0.138808,37.913265
2026-06-26,AMZN,0.032252,-2.69e-4,-0.141916,-0.261664,1.422678,-0.14405,0.167302,39.137755
2026-06-30,AMZN,-0.015282,-2.88e-4,-0.157108,-0.279452,1.424208,-0.087729,0.13188,47.071429
2026-05-29,AVGO,0.044839,0.001708,0.161898,1.150766,2.056341,0.101911,0.398122,79.994898
2026-06-01,AVGO,0.026822,0.001808,0.184657,1.218146,2.059197,0.091839,0.465619,85.831633
2026-06-02,AVGO,0.045602,0.001882,0.209459,1.262373,2.053473,0.156231,0.516613,82.010204
2026-06-03,AVGO,0.002158,0.001824,0.202798,1.224235,2.049925,0.150612,0.440124,81.193878
2026-06-05,AVGO,-0.053396,0.001383,0.105471,0.876856,2.120855,-0.093339,0.167181,45.770408
2026-06-08,AVGO,0.025916,0.001481,0.128133,0.939144,2.123056,-0.077674000000000007,0.157686,50.94898
2026-06-10,AVGO,-0.035387,0.001177,0.068899,0.745769,2.158028,-0.13148,0.107539,47.19898
2026-06-11,AVGO,0.019203,0.00122,0.064795,0.772177,2.156462,-0.080444,0.196828,56.255102
2026-06-12,AVGO,-0.014486,0.00122,0.057087,0.771363,2.150191,-0.083303,0.185964,56.459184
2026-06-16,AVGO,-0.037776,0.001127,0.008575,0.710198,2.161189,-0.104585,0.192384,55.234694
2026-06-17,AVGO,0.055465,0.001318,0.084759,0.822976,2.100578,-0.066103,0.228427,60.336735
2026-06-18,AVGO,0.039158,0.001459,0.111137,0.904939,2.120099,6.81e-4,0.324756,67.969388
2026-06-22,AVGO,-0.043577,0.001279,0.067908,0.78989,2.130827,-0.053146,0.23199,59.928571
2026-06-23,AVGO,-0.016029,0.001101,0.054406,0.681124,2.120302,-0.082074,0.192403,56.663265
2026-06-24,AVGO,0.005514,0.001112,0.05841,0.687865,2.119858,-0.094642,0.234794,56.255102
2026-06-25,AVGO,-0.009716,0.001021,0.043134,0.631628,2.11748,-0.10213,0.260177,55.846939
2026-06-26,AVGO,-0.029426,8.64e-4,0.019993,0.532778,2.128919,-0.134737,0.213982,48.627551
2026-06-30,AVGO,0.006443,0.001059,0.045636,0.657358,2.110236,-0.178751,0.204983,56.255102
2026-05-29,BAC,0.013857,-2.84e-4,-0.051234,-0.388348,0.919584,-0.024206,0.035521,59.826531
2026-06-01,BAC,-0.004467,-3.01e-4,-0.055185,-0.411917,0.919088,-0.032494,0.030818,59.622449
2026-06-02,BAC,0.017473,-2.6e-4,-0.044656,-0.354494,0.916875,0.005557,0.04334,68.117347
2026-06-03,BAC,0.005493,-2.13e-4,-0.032565,-0.290628,0.913429,0.004024,0.051998,68.52551
2026-06-05,BAC,0.019533,-3.6e-5,0.015436,-0.048102,0.886992,0.004291,0.106702,70.362245
2026-06-08,BAC,-0.00598,-6e-5,0.009726,-0.079976,0.886437,0.045215,0.104407,69.75
2026-06-10,BAC,0.017971,1.06e-4,0.053776,0.141044,0.862807,0.078932,0.157225,73.994898
2026-06-11,BAC,-0.005629,1.1e-4,0.056911,0.145332,0.860316,0.086254,0.180651,73.790816
2026-06-12,BAC,0.010183,1.63e-4,0.071015,0.215177,0.862245,0.123997,0.199058,71.806122
2026-06-16,BAC,0.023323,1.56e-4,0.078758,0.204246,0.833957,0.121326,0.213752,69.765306
2026-06-17,BAC,0.007034,1.09e-4,0.065344,0.14269,0.831159,0.11521,0.20251,69.153061
2026-06-18,BAC,-0.013638,-3.7e-5,0.030557,-0.048643,0.825757,0.108481,0.191688,71.954082
2026-06-22,BAC,0.023965,5.9e-5,0.055427,0.076893,0.819585,0.107529,0.191732,69.765306
2026-06-23,BAC,0.023935,1.68e-4,0.082184,0.217234,0.799582,0.117954,0.187897,70.173469
2026-06-24,BAC,-0.002645,1.43e-4,0.075713,0.185355,0.799879,0.105939,0.196725,69.765306
2026-06-25,BAC,0.006522,1.48e-4,0.076278,0.192184,0.797193,0.114751,0.238876,70.581633
2026-06-26,BAC,0.001904,2.08e-4,0.087308,0.268723,0.800268,0.132681,0.232276,72.010204
2026-06-30,BAC,-0.023336,-2.4e-5,0.038197,-0.030876,0.778069,0.106193,0.156485,77.19898
2026-05-29,BLK,-0.002119,-6.05e-4,-0.234993,-0.744303,1.324533,0.007216,-0.015378,50.438776
2026-06-01,BLK,-0.027702,-7.14e-4,-0.262001,-0.871672,1.321144,-0.038571,-0.030268,32.071429
2026-06-02,BLK,-0.003092,-7.2e-4,-0.26233,-0.879145,1.321872,-0.031637,-0.02885,30.566327
2026-06-03,BLK,-0.02055,-8.31e-4,-0.290739,-1.010951,1.332472,-0.058332,-0.042638,27.505102
2026-06-05,BLK,-5.56e-4,-6.97e-4,-0.247011,-0.838799,1.32862,-0.072627,0.042022,33.627551
2026-06-08,BLK,-0.003098,-7.07e-4,-0.249836,-0.852005,1.328345,-0.083018,0.028335,34.852041
2026-06-10,BLK,0.014501,-5.75e-4,-0.204317,-0.687738,1.302388,-0.065328,0.095113,41.05102
2026-06-11,BLK,-0.011159,-5.83e-4,-0.207336,-0.697472,1.287759,-0.069492,0.100064,39.010204
2026-06-12,BLK,0.00976,-5.29e-4,-0.196377,-0.630512,1.289872,-0.056759,0.11675,40.234694
2026-06-16,BLK,0.014937,-4.77e-4,-0.183868,-0.568064,1.268441,-0.030989,0.086666000000000007,58.806122
2026-06-17,BLK,0.017382,-4.51e-4,-0.169873,-0.535638,1.250464,-0.026246,0.090532,60.234694
2026-06-18,BLK,-0.014695,-5.21e-4,-0.187141,-0.616787,1.2438,0.013307,0.09623,61.459184
2026-06-22,BLK,0.004718,-5e-4,-0.180492,-0.592992,1.24215,-0.019814,0.077536,59.418367
2026-06-23,BLK,-0.020097,-6.12e-4,-0.204812,-0.723174,1.253994,-0.053746,0.034626,39.336735
2026-06-24,BLK,-0.031772,-7.89e-4,-0.249696,-0.92424,1.256693,-0.08799,0.0146,29.954082
2026-06-25,BLK,-0.012315,-8.57e-4,-0.264735,-1.002655,1.254492,-0.097902,0.040767,29.341837
2026-06-26,BLK,-1.87e-4,-8.94e-4,-0.269218,-1.04552,1.250895,-0.098688,0.033046,25.260204
2026-06-30,BLK,0.004201,-0.00102,-0.300545,-1.183654,1.218149,-0.057968,0.004345,25.056122
2026-05-29,CAT,-0.015785,0.002966,0.595385,2.592099,1.598789,0.081254,0.179099,82.586735
2026-06-01,CAT,-0.014723,0.002896,0.577106,2.530554,1.596495,-0.027325,0.198261,77.19898
2026-06-02,CAT,0.050008,0.003064,0.621935,2.642402,1.596921,0.040044,0.242961,85.035714
2026-06-03,CAT,0.02501,0.003163,0.654922,2.720881,1.581446,0.058758,0.311721,86.872449
2026-06-05,CAT,-0.012682,0.003097,0.652834,2.655207,1.58889,-0.024435,0.328066,86.872449
2026-06-08,CAT,0.010298,0.003126,0.659125,2.68448,1.589501,0.020269,0.277613,86.260204
2026-06-10,CAT,-0.048234,0.002896,0.603369,2.451916,1.642562,-0.076209,0.221881,80.260204
2026-06-11,CAT,0.03144,0.003061,0.631958,2.582739,1.665092,-0.015908,0.293434,86.872449
2026-06-12,CAT,0.009007,0.003086,0.631315,2.59799,1.672138,0.009165,0.312079,86.872449
2026-06-16,CAT,0.018307,0.003197,0.650261,2.694164,1.655255,0.094346,0.363081,90.872449
2026-06-17,CAT,0.023551,0.003267,0.681699,2.746775,1.630009,0.106453,0.388107,90.872449
2026-06-18,CAT,0.023478,0.003321,0.689958,2.780711,1.642154,0.146102,0.447862,88.484694
2026-06-22,CAT,0.040131,0.003469,0.732036,2.888056,1.631712,0.161827,0.42651,88.484694
2026-06-23,CAT,-0.022689,0.003348,0.714321,2.777362,1.649655,0.118594,0.368825,91.484694
2026-06-24,CAT,0.010837,0.003409,0.730527,2.828072,1.648868,0.094546,0.414198,91.484694
2026-06-25,CAT,0.061464,0.003575,0.777158,2.916966,1.645952,0.163403,0.520003,88.892857
2026-06-26,CAT,-0.049097,0.003365,0.73028,2.700865,1.672034,0.096205,0.434383,90.872449
2026-06-30,CAT,0.022905,0.003492,0.743467,2.798969,1.68434,0.230586,0.458128,89.505102
2026-05-29,COST,-0.041559,-0.001337,-0.085042,-1.496605,0.008836,-0.042406,-0.053889,31.382653
2026-06-01,COST,-0.0134,-0.001385,-0.095163,-1.551493,0.007566,-0.064831,-0.061185,29.341837
2026-06-02,COST,0.007267,-0.001328,-0.085365,-1.48739,0.008089,-0.057781,-0.052119,32.607143
2026-06-03,COST,0.014939,-0.001255,-0.072365,-1.401518,0.003038,-0.050316,-0.021108,40.872449
2026-06-05,COST,0.025316,-0.00093000000000000005,-0.014727,-1.040585,-0.012325,-0.023982,-0.02628,42.581633
2026-06-08,COST,6.99e-4,-9.23e-4,-0.011717,-1.035347,-0.012033,-0.033743,-0.02267,43.806122
2026-06-10,COST,0.031025,-7.64e-4,0.010022,-0.848717,-0.030256,-0.016109,-0.019884,42.581633
2026-06-11,COST,-0.024807,-8.71e-4,-0.001538,-0.96235,-0.039373,-0.045201,-0.032466,41.153061
2026-06-12,COST,0.001418,-8.02e-4,0.025347,-0.885818,-0.044448,-0.049106,-0.025862,43.193878
2026-06-16,COST,0.013343,-8.35e-4,0.039845,-0.918858,-0.054687,-0.083412,0.006899,48.418367
2026-06-17,COST,-0.008887,-8.6e-4,0.016206,-0.945389,-0.03547,-0.103003,-0.009428,46.785714
2026-06-18,COST,-0.022445,-0.001056,-0.024633,-1.15832,-0.054552,-0.130556,-0.021474,32.607143
2026-06-22,COST,0.003042,-0.00104,-0.024824,-1.142453,-0.054505,-0.074778,-0.023074,33.015306
2026-06-23,COST,0.021176,-9e-4,-0.016017,-0.986467,-0.059207,-0.068622,-0.017623,38.602041
2026-06-24,COST,0.004024,-8.21e-4,0.003087,-0.900862,-0.059723,-0.041718,-0.018946,39.928571
2026-06-25,COST,-0.021059,-8.59e-4,-0.013476,-0.940155,-0.059111,-0.060513,-0.042303,28.52551
2026-06-26,COST,0.018163,-7.79e-4,-0.009385,-0.848039,-0.066672,-0.050962,-0.031834,33.091837
2026-06-30,COST,-0.019628,-0.00093000000000000005,-0.019716,-1.006803,-0.077025,-0.011246,-0.061301,27.709184
2026-05-29,CRM,0.082256,-0.002007,-0.411324,-1.414699,0.62792,0.054519,-0.018943,53.295918
2026-06-01,CRM,0.094085,-0.001623,-0.316853,-1.106402,0.639775,0.140246,0.069115,49.331633
2026-06-02,CRM,-0.043152,-0.001816,-0.366168,-1.23064,0.635828,0.082812,0.040191,55.132653
2026-06-03,CRM,-0.043919,-0.001973,-0.414454,-1.328552,0.661267,0.027658,-0.053528,46.357143
2026-06-05,CRM,0.009439,-0.002111,-0.45559500000000003,-1.421399,0.648179,0.02467,-0.081391,39.826531
2026-06-08,CRM,-0.019015,-0.002178,-0.471793,-1.468373,0.646606,0.004015,-0.063414,36.27551
2026-06-10,CRM,-0.009498,-0.002257,-0.50488,-1.516842,0.674535,-0.037016,-0.142312,14.928571
2026-06-11,CRM,-0.043149,-0.002429,-0.535747,-1.622576,0.63573,-0.02837,-0.136804,12.403061
2026-06-12,CRM,-0.008773,-0.002438,-0.528562,-1.628039,0.605932,3.02e-4,-0.139709,11.790816
2026-06-16,CRM,-0.011298,-0.002593,-0.557395,-1.731849,0.594711,-0.099008,-0.167902,11.790816
2026-06-17,CRM,-0.028883,-0.00266,-0.585278,-1.772506,0.621768,-0.136283,-0.204985,11.790816
2026-06-18,CRM,-0.028701,-0.002828,-0.623582,-1.877195,0.61119,-0.154052,-0.223155,11.790816
2026-06-22,CRM,-0.00779,-0.002848,-0.630563,-1.894014,0.612923,-0.166324,-0.179762,12.403061
2026-06-23,CRM,0.036504,-0.002775,-0.612339,-1.838796,0.562882,-0.147998,-0.156848,12.403061
2026-06-24,CRM,-0.003838,-0.002738,-0.603414,-1.814834,0.562859,-0.146973,-0.177117,12.403061
2026-06-25,CRM,-0.018269,-0.002824,-0.627036,-1.870706,0.557977,-0.161325,-0.1624,13.627551
2026-06-26,CRM,0.061696,-0.002578,-0.566309,-1.680258,0.524587,-0.107825,-0.116781,17.989796
2026-06-30,CRM,-0.015828,-0.002698,-0.58235,-1.75924,0.510952,-0.252576,-0.158827,13.015306
2026-05-29,CVX,-0.005606,2.17e-4,0.380223,0.203981,-0.28155,-0.050775,-0.023024,51.357143
2026-06-01,CVX,0.015747,2.79e-4,0.397537,0.262544,-0.279377,-0.02518,-0.015575,52.581633
2026-06-02,CVX,0.007898,2.84e-4,0.394142,0.267013,-0.283369,-0.0246,0.008171,55.030612
2026-06-03,CVX,0.018534,4.19e-4,0.421058,0.394412,-0.289451,-0.013366,-0.001,61.969388
2026-06-05,CVX,0.020288,3.85e-4,0.375254,0.360399,-0.283162,0.011612,-0.013847,53.928571
2026-06-08,CVX,0.00804,4.15e-4,0.384588,0.389712,-0.282256,0.041956,0.015836,61.153061
2026-06-10,CVX,0.032043,4.01e-4,0.355388,0.373772,-0.294092,0.02739,-0.036401,71.688776
2026-06-11,CVX,-0.037966,2.59e-4,0.340742,0.23958,-0.31294,-6.99e-4,-0.055889,48.622449
2026-06-12,CVX,0.002126,2.33e-4,0.34408,0.215263,-0.310637,0.006559,-0.048776,48.214286
2026-06-16,CVX,0.004354,-7.8e-5,0.296893,-0.071492,-0.33451,-0.081634,-0.093147,35.158163
2026-06-17,CVX,-0.001559,-6.7e-5,0.279316,-0.061552,-0.317931,-0.094534000000000007,-0.118447,34.545918
2026-06-18,CVX,-0.030044,-1.35e-4,0.267292,-0.122649,-0.315381,-0.119746,-0.139295,33.729592
2026-06-22,CVX,0.011383,-8.8e-5,0.273892,-0.080745,-0.317019,-0.085514,-0.153441,34.954082
2026-06-23,CVX,0.019777,1.25e-4,0.290979,0.114615,-0.303165,-0.080708,-0.142189,34.954082
2026-06-24,CVX,-0.025278,3.5e-5,0.26654,0.031981,-0.301015,-0.071788,-0.174888,27.709184
2026-06-25,CVX,0.003162,4.5e-5,0.26156,0.04125,-0.305327,-0.067511,-0.184277,31.892857
2026-06-26,CVX,3.8e-4,1.21e-4,0.257923,0.110277,-0.298,-0.062171,-0.189865,27.709184
2026-06-30,CVX,-0.023873,-1.69e-4,0.21939,-0.153523,-0.314779,-0.108002,-0.160326,23.831633
2026-05-29,DHR,0.008802,-9.99e-4,-0.189596,-0.953132,0.75582,0.021644,-0.132786,38.806122
2026-06-01,DHR,-0.018051,-0.001067,-0.205842,-1.018143,0.753782,0.026948,-0.118328,30.234694
2026-06-02,DHR,-0.022262,-0.001193,-0.237574,-1.135666,0.749356,0.011894,-0.139794,22.397959
2026-06-03,DHR,0.018203,-0.001142,-0.224263,-1.085009,0.739991,0.023213,-0.118416,29.418367
2026-06-05,DHR,0.013272,-0.001017,-0.197014,-0.951285,0.726749,0.053625,-0.057289,43.704082
2026-06-08,DHR,-0.006442,-0.001039,-0.201991,-0.973341,0.726265,0.072272,-0.059881,44.316327
2026-06-10,DHR,-0.009605,-0.001058,-0.213924,-0.986855,0.732178,0.10275,-0.01412,47.377551
2026-06-11,DHR,-0.032463,-0.001179,-0.234922,-1.092673,0.703223,0.087393,-0.03486,34.316327
2026-06-12,DHR,-0.009225,-0.00115,-0.222873,-1.063657,0.692893,0.085005,-0.038544,33.704082
2026-06-16,DHR,0.007342,-0.001092,-0.197088,-1.012643,0.671143,0.106737,-0.053003,40.642857
2026-06-17,DHR,-0.007308,-0.001095,-0.203952,-1.015426,0.680044,0.084828,-0.064962,25.663265
2026-06-18,DHR,-0.01112,-0.001165,-0.221599,-1.079935,0.686011,0.060644000000000003,-0.064325,20.438776
2026-06-22,DHR,0.008904,-0.001124,-0.212209,-1.043965,0.683681,0.035988,-0.062651,21.663265
2026-06-23,DHR,0.018899,-0.001028,-0.193101,-0.951633,0.669236,0.040523000000000003,-0.043708,23.295918
2026-06-24,DHR,0.05578,-8.74e-4,-0.153816,-0.79366,0.664923,0.092934,0.004361,47.581633
2026-06-25,DHR,0.021533,-7.65e-4,-0.129082,-0.693142,0.666995,0.118049,0.064401,50.5
