symbol,date,open,high,low,close,volume,ma20,ma50,ma200,rsi14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_mid,daily_ret,spy_ret,daily_alpha
CRM,2025-07-01,272.0799865722656,274,270.6400146484375,271.9100036621094,6256800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002860386417959937,-3.2362414789344207e-4,-0.002536762270066495
QCOM,2025-07-01,158.22000122070312,161.64999389648438,157.97999572753906,159.39999389648438,8942300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.790618766625347e-4,-3.2362414789344207e-4,0.0012026860245559767
UPS,2025-07-01,100.75,105.88999938964844,100.72000122070312,104.47000122070312,6819300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03497125712222937,-3.2362414789344207e-4,0.03529488127012281
NEE,2025-07-01,69.56999969482422,73.1500015258789,67.54000091552734,73.05999755859375,23841100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05243444951971732,-3.2362414789344207e-4,0.05275807366761076
PEP,2025-07-01,132.58999633789062,136.38999938964844,132.47000122070312,135.25999450683594,12846700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02438656001538364,-3.2362414789344207e-4,0.024710184163277082
V,2025-07-01,353.82000732421875,357,351.4200134277344,355.4700012207031,6653400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011829698413601264,-3.2362414789344207e-4,0.0015065939892535685
MA,2025-07-01,559.32000732421875,566.30999755859375,557.03997802734375,564.6099853515625,3827000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00475136651342889,-3.2362414789344207e-4,0.005074990661322332
NVDA,2025-07-01,156.2899932861328,157.1999969482422,151.49000549316406,153.3000030517578,213143600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.029685437548827576,-3.2362414789344207e-4,-0.029361813400934134
KO,2025-07-01,70.98999786376953,72.44999694824219,70.9000015258789,71.66999816894531,21729300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013003507688273075,-3.2362414789344207e-4,0.013327131836166517
AMGN,2025-07-01,280.010009765625,293.9800109863281,278.9800109863281,290.5199890136719,3502700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040507137655256154,-3.2362414789344207e-4,0.040830761803149596
BLK,2025-07-01,1046.5799560546875,1057,1041.4300537109375,1054.27001953125,472900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00478438840243034,-3.2362414789344207e-4,0.005108012550323782
ORCL,2025-07-01,219.3000030517578,223.1699981689453,216.30999755859375,218.9600067138672,16962200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015094077833990305,-3.2362414789344207e-4,0.0018330319312924725
SPGI,2025-07-01,525.16998291015625,530.08001708984375,522.989990234375,529.32000732421875,1193800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003849929605090452,-3.2362414789344207e-4,0.004173553752983894
MS,2025-07-01,140.5500030517578,141.61000061035156,139.47000122070312,141.07000732421875,6166700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001490889627695724,-3.2362414789344207e-4,0.001814513775589166
HD,2025-07-01,364.3399963378906,379.69000244140625,362.95001220703125,373.1600036621094,5152600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017783080823635,-3.2362414789344207e-4,0.018106704971528442
TMO,2025-07-01,406.2900085449219,429.1000061035156,404.8500061035156,421.4700012207031,2603000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03948604080064655,-3.2362414789344207e-4,0.03980966494853999
JNJ,2025-07-01,153,157.75,152.80999755859375,155.9199981689453,10896700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020752852169854785,-3.2362414789344207e-4,0.021076476317748227
AMZN,2025-07-01,219.5,221.8800048828125,217.92999267578125,220.4600067138672,39256800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00487719279454657,-3.2362414789344207e-4,0.005200816942440012
AVGO,2025-07-01,274.3999938964844,274.5,262.6600036621094,264.739990234375,28847600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03957919065366078,-3.2362414789344207e-4,-0.039255566505767336
LLY,2025-07-01,779.530029296875,790,773,775.9000244140625,2734000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0046566581740111745,-3.2362414789344207e-4,-0.0043330340261177325
AAPL,2025-07-01,206.6699981689453,210.19000244140625,206.13999938964844,207.82000732421875,78788900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012916163079025322,-3.2362414789344207e-4,0.013239787226918764
RTX,2025-07-01,145.64999389648438,145.8000030517578,142.66000366210938,144.19000244140625,4819500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012532541963497401,-3.2362414789344207e-4,-0.012208917815603959
TXN,2025-07-01,207,211.67999267578125,206.49000549316406,210.4499969482422,5856200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013630680558764707,-3.2362414789344207e-4,0.01395430470665815
GE,2025-07-01,255.75,255.75,247.11000061035156,249.02000427246094,7178300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03251878433360733,-3.2362414789344207e-4,-0.03219516018571389
LIN,2025-07-01,469.7900085449219,477.8399963378906,468.9700012207031,476.75,1856300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016134548451322894,-3.2362414789344207e-4,0.016458172599216336
UNH,2025-07-01,311.9700012207031,326.54998779296875,311.0799865722656,326.1400146484375,17865500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454210769378105,-3.2362414789344207e-4,0.04574470108570394
DHR,2025-07-01,196.99000549316406,205.0399932861328,196.3800048828125,201.10000610351562,3976000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01802173199543544,-3.2362414789344207e-4,0.018345356143328884
MRK,2025-07-01,78.95999908447266,83.06999969482422,78.5999984741211,81.80999755859375,21800800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0334764246322643,-3.2362414789344207e-4,0.03380004878015774
XOM,2025-07-01,108.12999725341797,109.63999938964844,107.1500015258789,109.23999786376953,15536900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01335802199671865,-3.2362414789344207e-4,0.013681646144612092
ISRG,2025-07-01,542.58001708984375,545.80999755859375,531.66998291015625,537.989990234375,1649300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009974021784680542,-3.2362414789344207e-4,-0.0096503976367871
CAT,2025-07-01,386.5899963378906,393.8900146484375,384.25,390.9200134277344,2393600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006980814590831663,-3.2362414789344207e-4,0.007304438738725105
ABBV,2025-07-01,185.00999450683594,191.75999450683594,184.38999938964844,189.99000549316406,5937600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023542778207798376,-3.2362414789344207e-4,0.023866402355691818
WMT,2025-07-01,97.5999984741211,99.19000244140625,97.41999816894531,98.23999786376953,15635800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004704429231083829,-3.2362414789344207e-4,0.005028053378977271
CVX,2025-07-01,143.33999633789062,146.27000427246094,142.50999450683594,145.57000732421875,8508200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016621306252064594,-3.2362414789344207e-4,0.016944930399958036
HON,2025-07-01,233.5800018310547,238.8800048828125,233.1923065185547,238.77000427246094,3921616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025291992726521828,-3.2362414789344207e-4,0.02561561687441527
COST,2025-07-01,990,996.84002685546875,974.5,985.96002197265625,2200600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0040204259439304835,-3.2362414789344207e-4,-0.0036968017960370414
PM,2025-07-01,182.74000549316406,183.8300018310547,176.35000610351562,177.52999877929688,5176300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0252567176203361,-3.2362414789344207e-4,-0.024933093472442658
MCD,2025-07-01,292.5,299.6499938964844,292.3500061035156,297.489990234375,5121900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018208496978272093,-3.2362414789344207e-4,0.018532121126165535
AMD,2025-07-01,138.77000427246094,140.22999572753906,135.1199951171875,136.11000061035156,55257200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.040803337104838744,-3.2362414789344207e-4,-0.0404797129569453
TSLA,2025-07-01,298.4599914550781,305.8900146484375,293.2099914550781,300.7099914550781,145085700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05335897504131726,-3.2362414789344207e-4,-0.053035350893423816
BAC,2025-07-02,48.36000061035156,48.72999954223633,48.060001373291016,48.709999084472656,48003600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011630270837951429,0.004533291803274775,0.007096979034676654
ACN,2025-07-02,303.1700134277344,303.1700134277344,298.32000732421875,302.2900085449219,2748500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0010904321511796544,0.004533291803274775,-0.005623723954454429
INTU,2025-07-02,773.9000244140625,775.33001708984375,765.90997314453125,773.70001220703125,1493000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007580679128764811,0.004533291803274775,-0.012113970932039586
JPM,2025-07-02,292.0400085449219,292.82000732421875,289.70001220703125,292,8158700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005475005398714039,0.004533291803274775,9.417135954392641e-4
MSFT,2025-07-02,489.989990234375,493.5,488.70001220703125,491.0899963378906,16319600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.001951003920118044,0.004533291803274775,-0.006484295723392819
META,2025-07-02,715.33001708984375,720.29998779296875,712.79998779296875,713.57000732421875,9336700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.007855682001408737,0.004533291803274775,-0.012388973804683512
NFLX,2025-07-02,129.6959991455078,129.9949951171875,127.15899658203125,128.48599243164062,30488000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006756402091737446,0.004533291803274775,-0.01128969389501222
PG,2025-07-02,161.13999938964844,161.35000610351562,159.86000061035156,161.1999969482422,8848700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.240805874548334e-4,0.004533291803274775,-0.004657372390729608
GOOGL,2025-07-02,175.5399932861328,178.86000061035156,175.07000732421875,178.63999938964844,29128900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015923584565922022,0.004533291803274775,0.011390292762647247
IBM,2025-07-02,290,290.19000244140625,286.8999938964844,287.6499938964844,3257500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012190996434515822,0.004533291803274775,-0.016724288237790597
CRM,2025-07-02,271.5199890136719,271.7099914550781,265.6499938964844,269.2099914550781,6115200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009929800929231125,0.004533291803274775,-0.0144630927325059
QCOM,2025-07-02,159.67999267578125,162.7899932861328,158.8000030517578,162.32000732421875,8916400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.018318780047323235,0.004533291803274775,0.01378548824404846
UPS,2025-07-02,104.25,105.88999938964844,103.94999694824219,105.54000091552734,5243200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.010242171746162265,0.004533291803274775,0.00570887994288749
NEE,2025-07-02,72.79000091552734,73.75,72.58000183105469,73.0199966430664,11240100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.475077588835697e-4,0.004533291803274775,-0.005080799562158345
PEP,2025-07-02,135.25,137,134.8800048828125,136.47999572753906,9388700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009019675219944512,0.004533291803274775,0.004486383416669737
V,2025-07-02,354.6000061035156,356.3599853515625,350,354.2200012207031,5131400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.003516471138794941,0.004533291803274775,-0.008049762942069716
MA,2025-07-02,562.94000244140625,565.989990234375,557.3900146484375,561.52001953125,2502300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005472743841730798,0.004533291803274775,-0.010006035645005573
NVDA,2025-07-02,152.97999572753906,157.60000610351562,152.97000122070312,157.25,171224100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025766450551919284,0.004533291803274775,0.02123315874864451
KO,2025-07-02,71.69000244140625,71.83000183105469,70.73999786376953,70.910003662109375,13050200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.010604081571823465,0.004533291803274775,-0.01513737337509824
AMGN,2025-07-02,291.0299987792969,297.9100036621094,289.5,296.8500061035156,2287000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021788576790652048,0.004533291803274775,0.017255284987377273
BLK,2025-07-02,1056,1070.6600341796875,1050,1070.5699462890625,495000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015460865296216708,0.004533291803274775,0.010927573492941933
ORCL,2025-07-02,217.67999267578125,231.89999389648438,216.72000122070312,229.97999572753906,22326900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05032877546479342,0.004533291803274775,0.04579548366151864
SPGI,2025-07-02,527.52001953125,528.3800048828125,522.72998046875,525.6400146484375,917700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.006952302246015729,0.004533291803274775,-0.011485594049290504
MS,2025-07-02,141.6199951171875,142.8800048828125,140.97999572753906,142.86000061035156,5494500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012688687837230317,0.004533291803274775,0.008155396033955542
HD,2025-07-02,373.6499938964844,373.9700012207031,369.3699951171875,371.8500061035156,3011400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0035105518966066507,0.004533291803274775,-0.008043843699881426
TMO,2025-07-02,425,430.4599914550781,421.75,427.760009765625,2669300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014923976858860932,0.004533291803274775,0.010390685055586157
JNJ,2025-07-02,156,156.3000030517578,155.07000732421875,155.55999755859375,5544000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0023088802884764226,0.004533291803274775,-0.0068421720917511974
AMZN,2025-07-02,219.72999572753906,221.60000610351562,219.05999755859375,219.9199981689453,30894200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.002449462616694653,0.004533291803274775,-0.006982754419969428
AVGO,2025-07-02,263.989990234375,272,262.7300109863281,269.8999938964844,17582100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019490835734870426,0.004533291803274775,0.014957543931595652
LLY,2025-07-02,776.5,779.84002685546875,768,779.280029296875,1978300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004356237629151938,0.004533291803274775,-1.7705417412283708e-4
AAPL,2025-07-02,208.91000366210938,213.33999633789062,208.13999938964844,212.44000244140625,67941800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022230752354752248,0.004533291803274775,0.017697460551477473
RTX,2025-07-02,143.66000366210938,144.72000122070312,142.9600067138672,144.52000427246094,3253300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002288659584348096,0.004533291803274775,-0.0022446322189266787
TXN,2025-07-02,210.44000244140625,216.17999267578125,209.47999572753906,215.58999633789062,5533400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02442385110089873,0.004533291803274775,0.019890559297623955
GE,2025-07-02,248,249.1300048828125,243.66000366210938,244.75,6228600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0171472339538995,0.004533291803274775,-0.021680525757174274
LIN,2025-07-02,476.0299987792969,478.7200012207031,474.44000244140625,477.1700134277344,1423100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.809930314301884e-4,0.004533291803274775,-0.0036522987718445865
UNH,2025-07-02,320.739990234375,322.4200134277344,306.42999267578125,307.55999755859375,18177200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05696944948589666,0.004533291803274775,-0.061502741289171436
DHR,2025-07-02,202.17999267578125,203.39999389648438,199.3000030517578,202.5,3503600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00696168002980424,0.004533291803274775,0.0024283882265294654
MRK,2025-07-02,82.05999755859375,82.80999755859375,81.88999938964844,82.38999938964844,16052700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007089620442040534,0.004533291803274775,0.002556328638765759
XOM,2025-07-02,110,111.36000061035156,108.83000183105469,111.05000305175781,11892200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.016569070151809084,0.004533291803274775,0.01203577834853431
