symbol,shares_short,shares_short_prior,short_ratio,settlement_date,float_shares,short_percent_float,short_source,shares_outstanding,short_pct_basis,short_trend,improvement_count,fundamentals_improving,sf_score,dtc_score,fi_score,st_score,squeeze_score_raw,squeeze_mult,squeeze_score,squeeze_tier,short_float_pct
COIN,25234463,27378540,2.78,2026-09-15,NA,0.11,finra,222803000,shares outstanding,Decreasing,0,FALSE,81.25,19.27,0,80,36.17,1,36.17,No Signal,11.3%
RGTI,62361304,58908223,3.83,2026-09-15,NA,0.19,finra,333769000,shares outstanding,Increasing,0,FALSE,93.23,48.44,0,20,35.99,1,35.99,No Signal,18.7%
PINS,59058611,48091210,4.32,2026-09-15,NA,0.12,finra,492198000,shares outstanding,Increasing,0,FALSE,82.29,60.42,0,20,35.66,1,35.66,No Signal,12%
FIZZ,4195515,4218416,9.49,2026-09-15,NA,0.04,finra,93615000,shares outstanding,Stable,0,FALSE,44.79,92.19,0,40,35.64,1,35.64,No Signal,4.5%
ARWR,9272290,9426449,5.15,2026-09-15,NA,0.07,finra,141254000,shares outstanding,Stable,0,FALSE,61.98,70.31,0,40,35.56,1,35.56,No Signal,6.6%
U,29118666,34878674,3.51,2026-09-15,NA,0.07,finra,440089000,shares outstanding,Decreasing,0,FALSE,62.5,39.58,0,80,35.54,1,35.54,No Signal,6.6%
OLLI,8660280,7761287,3.96,2026-09-15,NA,0.15,finra,59402000,shares outstanding,Increasing,0,FALSE,88.54,51.56,0,20,35.45,1,35.45,No Signal,14.6%
CAVA,14689351,13131829,4.2,2026-09-15,NA,0.13,finra,116806000,shares outstanding,Increasing,0,FALSE,83.85,57.29,0,20,35.42,1,35.42,No Signal,12.6%
DKNG,37754989,38071330,4.29,2026-09-15,NA,0.08,finra,496454000,shares outstanding,Stable,0,FALSE,69.27,59.9,0,40,35.3,1,35.3,No Signal,7.6%
WING,4957759,4372238,3.74,2026-09-15,NA,0.18,finra,27242500,shares outstanding,Increasing,0,FALSE,91.67,45.83,0,20,35.08,1,35.08,No Signal,18.2%
CELH,30669027,28913096,4.14,2026-09-15,NA,0.12,finra,253035000,shares outstanding,Increasing,0,FALSE,82.81,56.25,0,20,34.95,1,34.95,No Signal,12.1%
FSLY,21565154,20213781,3.95,2026-09-15,NA,0.14,finra,159300000,shares outstanding,Increasing,0,FALSE,86.98,51.04,0,20,34.95,1,34.95,No Signal,13.5%
ALRM,2955286,2793058,7.33,2026-09-15,NA,0.06,finra,49090200,shares outstanding,Increasing,0,FALSE,56.77,86.98,0,20,34.59,1,34.59,No Signal,6%
NTRA,4797175,5514178,4.7,2026-09-15,NA,0.03,finra,144144000,shares outstanding,Decreasing,0,FALSE,34.38,67.19,0,80,34.03,1,34.03,No Signal,3.3%
BMRN,10075655,9877553,5.53,2026-09-15,NA,0.05,finra,193574000,shares outstanding,Stable,0,FALSE,50,77.6,0,40,34.02,1,34.02,No Signal,5.2%
SNAP,98750249,104063717,3.07,2026-09-15,NA,0.07,finra,1437047000,shares outstanding,Decreasing,0,FALSE,65.1,28.65,0,80,34.01,1,34.01,No Signal,6.9%
PRIM,5441304,5077022,4.32,2026-09-15,NA,0.1,finra,54255000,shares outstanding,Increasing,0,FALSE,75.52,60.42,0,20,33.96,1,33.96,No Signal,10%
ZNTL,4786334,4989106,5.24,2026-09-15,NA,0.05,finra,94672000,shares outstanding,Stable,0,FALSE,48.96,74.48,0,40,33.14,1,33.14,No Signal,5.1%
ETSY,10305169,10762517,3.31,2026-09-15,NA,0.11,finra,91782000,shares outstanding,Stable,0,FALSE,80.73,34.38,0,40,33.06,1,33.06,No Signal,11.2%
NBIX,4964907,5056144,5.37,2026-09-15,NA,0.05,finra,101649000,shares outstanding,Stable,0,FALSE,47.4,75.52,0,40,32.95,1,32.95,No Signal,4.9%
MTZ,5417357,5309659,4.09,2026-09-15,NA,0.07,finra,80305000,shares outstanding,Stable,0,FALSE,64.06,54.69,0,40,32.95,1,32.95,No Signal,6.7%
RJF,7540628,7826557,6.45,2026-09-15,NA,0.04,finra,192362000,shares outstanding,Stable,0,FALSE,40.1,81.77,0,40,32.38,1,32.38,No Signal,3.9%
INCY,9981369,9364687,7.26,2026-09-15,NA,0.05,finra,202698000,shares outstanding,Increasing,0,FALSE,48.44,85.94,0,20,32.3,1,32.3,No Signal,4.9%
ACN,24818048,25425891,5.54,2026-09-15,NA,0.04,finra,611942000,shares outstanding,Stable,0,FALSE,42.71,78.12,0,40,32.3,1,32.3,No Signal,4.1%
WAL,5974409,5650274,6.4,2026-09-15,NA,0.05,finra,109101000,shares outstanding,Increasing,0,FALSE,52.08,81.25,0,20,32.27,1,32.27,No Signal,5.5%
NDSN,1512772,1611120,4.47,2026-09-15,NA,0.03,finra,55699000,shares outstanding,Decreasing,0,FALSE,29.69,64.06,0,80,32.23,1,32.23,No Signal,2.7%
MCHP,32591878,32811170,4.34,2026-09-15,NA,0.06,finra,543009000,shares outstanding,Stable,0,FALSE,55.73,61.46,0,40,32.22,1,32.22,No Signal,6%
JBSS,573909,534134,5.09,2026-09-15,NA,0.06,finra,9096100,shares outstanding,Increasing,0,FALSE,60.94,69.79,0,20,32.19,1,32.19,No Signal,6.3%
UPS,25679543,25339039,7.04,2026-09-15,NA,0.03,finra,749349000,shares outstanding,Stable,0,FALSE,35.42,84.38,0,40,31.73,1,31.73,No Signal,3.4%
SMPL,7632717,7388414,3.42,2026-09-15,NA,0.09,finra,88441000,shares outstanding,Stable,0,FALSE,71.35,36.46,0,40,31.13,1,31.13,No Signal,8.6%
DOCU,13718720,13787236,3.52,2026-09-15,NA,0.07,finra,186902000,shares outstanding,Stable,0,FALSE,67.71,40.1,0,40,30.95,1,30.95,No Signal,7.3%
APPN,3787904,3479809,3.79,2026-09-15,NA,0.09,finra,40540200,shares outstanding,Increasing,0,FALSE,72.92,46.88,0,20,30.6,1,30.6,No Signal,9.3%
BRZE,8159723,9806220,2.32,2026-09-15,NA,0.07,finra,113584000,shares outstanding,Decreasing,0,FALSE,66.15,8.85,0,80,30.31,1,30.31,No Signal,7.2%
TOST,31632064,28664413,4.34,2026-09-15,NA,0.06,finra,514000000,shares outstanding,Increasing,0,FALSE,59.38,61.46,0,20,30.14,1,30.14,No Signal,6.2%
RARE,16571956,17144354,2.22,2026-09-15,NA,0.17,finra,98589000,shares outstanding,Stable,0,FALSE,90.62,6.77,0,40,30.01,1,30.01,No Signal,16.8%
WTS,745214,791438,4.03,2026-09-15,NA,0.03,finra,27466800,shares outstanding,Decreasing,0,FALSE,29.17,53.12,0,80,29.92,1,29.92,No Signal,2.7%
YEXT,6052725,5529323,4.27,2026-09-15,NA,0.06,finra,98979000,shares outstanding,Increasing,0,FALSE,58.85,58.85,0,20,29.48,1,29.48,No Signal,6.1%
ENTG,8019438,7944217,4.05,2026-09-15,NA,0.05,finra,152800000,shares outstanding,Stable,0,FALSE,50.52,54.17,0,40,29.46,1,29.46,No Signal,5.2%
ONON,22998830,22945551,3.07,2026-09-15,NA,0.08,finra,301716000,shares outstanding,Stable,0,FALSE,69.79,28.65,0,40,29.18,1,29.18,No Signal,7.6%
VERX,5434775,5055727,3.84,2026-09-15,NA,0.07,finra,80062000,shares outstanding,Increasing,0,FALSE,64.58,48.96,0,20,28.94,1,28.94,No Signal,6.8%
ON,29554283,30222318,3.04,2026-09-15,NA,0.08,finra,389319000,shares outstanding,Stable,0,FALSE,68.75,27.08,0,40,28.6,1,28.6,No Signal,7.6%
WBS,NA,NA,NA,NA,NA,NA,none,162033000,unavailable,Unknown,0,FALSE,50,50,0,40,28.5,1,28.5,No Signal,N/A
CRNX,NA,NA,NA,NA,NA,NA,none,106095000,unavailable,Unknown,0,FALSE,50,50,0,40,28.5,1,28.5,No Signal,N/A
NPWR,3093290,3155691,4.69,2026-09-15,NA,0.03,finra,88481000,shares outstanding,Stable,0,FALSE,35.94,66.15,0,40,28.21,1,28.21,No Signal,3.5%
DKS,8010644,8174075,2.49,2026-09-15,NA,0.11,finra,74956000,shares outstanding,Stable,0,FALSE,78.65,12.5,0,40,28.16,1,28.16,No Signal,10.7%
GGG,5443852,6429701,3.41,2026-09-15,NA,0.03,finra,161954000,shares outstanding,Decreasing,0,FALSE,34.9,35.42,0,80,27.81,1,27.81,No Signal,3.4%
AFRM,16282063,15666710,3.57,2026-09-15,NA,0.05,finra,296882000,shares outstanding,Stable,0,FALSE,52.6,42.19,0,40,27.59,1,27.59,No Signal,5.5%
DOCN,8703114,8276933,3.45,2026-09-15,NA,0.07,finra,117580000,shares outstanding,Increasing,0,FALSE,68.23,36.98,0,20,27.45,1,27.45,No Signal,7.4%
TXN,19753135,21414170,3.87,2026-09-15,NA,0.02,finra,913248000,shares outstanding,Decreasing,0,FALSE,21.35,49.48,0,80,27.23,1,27.23,No Signal,2.2%
QRVO,5094562,4918326,3.47,2026-09-15,NA,0.06,finra,88222000,shares outstanding,Stable,0,FALSE,54.69,37.5,0,40,27.17,1,27.17,No Signal,5.8%
ZION,5960172,5490369,4.65,2026-09-15,NA,0.04,finra,145953000,shares outstanding,Increasing,0,FALSE,43.23,65.62,0,20,26.93,1,26.93,No Signal,4.1%
ALNY,7194097,6340087,4.13,2026-09-15,NA,0.05,finra,133809000,shares outstanding,Increasing,0,FALSE,51.04,55.73,0,20,26.91,1,26.91,No Signal,5.4%
TEAM,9654255,9959335,3.14,2026-09-15,NA,0.06,finra,159005000,shares outstanding,Stable,0,FALSE,58.33,29.69,0,40,26.52,1,26.52,No Signal,6.1%
LSCC,6072643,5763151,4.36,2026-09-15,NA,0.04,finra,142030000,shares outstanding,Increasing,0,FALSE,43.75,62.5,0,20,26.44,1,26.44,No Signal,4.3%
