date,tranche,model_ret,q5_ret,spy_ret,univ_ret,model_cum,q5_cum,spy_cum,univ_cum,rel_cum,model_dd,spy_dd,n_held
2024-03-13,1,0.0038077688306027433,-2.15157900824158e-4,-0.00156751141264521,0.001318425594483941,1.0038077688306029,0.9997848420991758,0.9984324885873548,1.001318425594484,1.0053837192846693,0,0,39
2024-03-14,1,-0.01062301810452515,-0.01419305377514335,-0.00197677879335467,-0.015352234766485335,0.9931443007288524,0.985594842071689,0.9964588084173189,0.9859459500487501,0.9966737132930452,-0.01062301810452515,-0.001976778793354672,39
2024-03-15,1,-0.004198605254297938,-0.003524343439540223,-0.00994276243012726,-0.003910489121573474,0.9889744798495361,0.982121267355989,0.9865512552138179,0.9820904191366251,1.002456258225725,-0.01477702149919291,-0.011899886581562602,39
2024-03-18,1,-0.002927769993980367,0.004059831859863916,0.0059431552852911,9.525184627984378e-4,0.9860789900426203,0.9861085145674507,0.9924144825204524,0.9830258783929903,0.9936160822021242,-0.01766152777302754,-0.006027454170103197,39
2024-03-19,1,0.004381205697716162,0.00831395754445663,0.00555714366980697,0.004158968925996674,0.9903992049321932,0.9943069788917918,0.9979294723798158,0.9871142524746772,0.9924541085757647,-0.013357700861420962,-5.038059290826125e-4,39
2024-03-20,1,0.015101158352344823,0.009512832624114731,0.00924930347067531,0.014490234608507954,1.0053553801579107,1.0037656547589786,1.0071596249121875,1.0014177695784372,0.9982085811328725,0,0,39
2024-03-21,1,0.0060736661453955065,0.0010352842091505554,0.00330470297192242,0.00434346309300615,1.0114615730944672,1.004804837491038,1.010487988317835,1.0057673907012816,1.0009634798116234,0,0,39
2024-03-22,1,-0.0037795711814871957,-0.008341282981575437,-0.00189580660902499,-0.00873956647937037,1.0076386820816174,0.9964234760002695,1.0085722985112417,0.9969774197274649,0.9990743187860678,-0.0037795711814873068,-0.001895806609024997,39
2024-03-25,1,-8.70477884667209e-4,0.0012876749026842216,-0.00276280650927662,-0.001648232926043731,1.0067615548931304,0.9977065455027604,1.0057858083998388,0.9953341687177479,1.0009701334868146,-0.004646759033027359,-0.004653375371461821,39
2024-03-26,1,-0.007450258760290929,-0.00506428122058411,-0.00184701297993683,-0.0029976755804614545,0.9992609207992635,0.992653878980717,1.003928108956688,0.9923504797857838,0.995351073333055,-0.012062398236125649,-0.006491793506687049,39
2024-03-27,1,0.0074935566647018614,0.020445001680814867,0.00840381907071874,0.012641374453121728,1.006748939132095,1.012948689204945,1.012364939144369,1.004895153789491,0.9944525933335655,-0.004659231836118494,0,39
2024-03-28,1,0.0023822273833338237,0.0024495896368070813,-1.9109579907738983e-4,0.002189974765785775,1.0091472440230378,1.0154299978166388,1.0121714804573652,1.0070958488185504,0.9970121303625737,-0.0022881038024498146,-1.9109579907750085e-4,39
