symbol,price,high_52w,low_52w,last_fetched,industry,market_cap,pe_ratio,pe_forward,pb_ratio,eps,eps_forward,roe,roa,profit_margin,operating_margin,revenue,revenue_per_share,ebitda,ev_ebitda,earningsGrowth,revenue_growth,beta_av,analyst_target,analyst_strong_buy,analyst_buy,analyst_hold,analyst_sell,analyst_strong_sell,shares_outstanding,dividend_yield,peg_ratio,ev_revenue,book_value,company,sector,pe_score,pb_score,roe_score,margin_score,analyst_total,analyst_score,analyst_upside,fundamental_score,price_now,price_1m,price_3m,price_6m,price_1y,ret_1m,ret_3m,ret_6m,ret_1y,ma20,ma50,ma200,rsi14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_pct,vol_annual,avg_vol_30,beta,spy_mean_daily,mean_daily_ret,mean_daily_alpha,sd_daily_alpha,days_in_pull,today_alpha,jensen_alpha_ann,tracking_error,info_ratio,above_ma20,above_ma50,above_ma200,golden_cross,rsi_zone,macd_bullish,trend_score,rsi_score,ret3m_score,ret6m_score,macd_score,momentum_score,days_tracked,cum_alpha_all,alpha_30d,alpha_63d,alpha_hit_rate,hist_mean_alpha,hist_sd_alpha,hist_alpha_ann,hist_ir,confidence_weight,alpha_streak,squeeze_score,squeeze_tier,short_percent_float,short_ratio,short_trend,fundamentals_improving,short_float_pct,improvement_count,put_call_ratio,put_call_oi,options_volume,avg_iv,options_score,options_sentiment,above_vwap,squeeze_poly,debt_equity_poly,revenue_poly,gross_margin,fcf,shares_float,market_cap_poly,vwap,vol_ratio,open_gap_pct,debt_equity,fcf_sec,debt_equity_sec,gross_margin_sec,revenue_sec,total_debt_sec,cash_sec,rev_cagr_sec,equity_sec,total_debt,cash,rev_cagr,p_ann_alpha,p_ir,p_hit_rate,p_streak,p_alpha_63d,alpha_score_raw,alpha_score,q_pe,q_pb,q_roe,q_de,q_margin,q_analyst,quality_gate,tech_filter,options_signal,options_live,final_score,master_score,rating,signal,golden_cross_flag,squeeze_candidate,regime,confidence_band,master_percentile,expected_return_1d,primary_driver,signal_matches,close,changesPercentage,yearHigh,yearLow,priceToBook,enterpriseToEbitda,grossMargin,operatingMargin,profitMargins,returnOnEquity,revenueGrowth,debtToEquity,debt_to_equity,currentRatio,current_ratio,marketCap,mktcap_fmt,pe_fmt,ret_1m_fmt,ret_3m_fmt,ret_6m_fmt,ret_1y_fmt,value_score,quality_score,growth_score,safety_score,short_float,tier
CRS,458.56,625.73,227.48,2026-08-30,METAL FABRICATION,23611187000,46.71,23.36,10.91,10.2,10.2,0.258,0.119,0.17,0.241,3124200000,62.48,826100000,29.06,0.464,0.0621,1.283,625.88,1,7,1,0,0,49558600,0.0016,1.591,7.88,44.91,Carpenter Technology Corporation,INDUSTRIALS,25,20,80,75,9,75,0.3649,53,458.56,559.98,523.05,377.21,251.88,-0.1811,-0.1233,0.2157,0.8205,496.8925,543.4492,432.9676,33.7813,-4.427,-4.0066,-0.4205,553.818,439.967,0.1633,0.3468,748147.619,1.4841,8e-4,0.003,0.0023,0.0257,750,-0.0298,0.483,0.4083,1.4103,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,17.5258,58.2474,30,31.6572,768,3.7265,-0.2365,-0.1116,0.5397,6e-4,0.0262,0.1521,0.3658,1,0,25.89,No Signal,0.03,2.6,Decreasing,FALSE,3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.2671,132266666.6667,NA,NA,NA,NA,NA,0.3101,132266666.6667,0.3101,0.2671,2877100000,690700000,393300000,0.0621,2227600000,690700000,393300000,0.0621,54.1,54.1,88.7,0,23.7,51.1,51.1,19.6,22.4,75.3,64,65.5,75,53,32.7,50,FALSE,47,47,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,44.3,6e-4,Consistent Beat,GX MA200 ANALYST,458.56,-18.11,625.73,227.48,10.91,29.06,0.2671,0.241,0.17,0.258,0.0621,0.3101,0.3101,NA,NA,23611187000,$23.6B,46.7,-18.1%,-12.3%,+21.6%,+82%,53,53,32.7,51.8,0.03,Tier 2: Golden Cross
CRWD,210.02,233.88,85.68,2026-09-07,SOFTWARE - INFRASTRUCTURE,218200523000,5327.5,172.41,43.15,0.04,0.04,0.0146,-0.0078,0.0083,-0.0226,5396145000,5.33,106861000,509.98,5.33,5.33,1.255,231.54,10,29,12,0,1,1023935000,NA,6.88,40.01,4.983,Crowdstrike Holdings Inc,TECHNOLOGY,25,20,40,40,52,72.6,0.1025,35.51,210.02,225.16,161.935,110.385,107.015,-0.0672,0.2969,0.9026,0.9625,209.804,201.5085,142.8976,51.6563,1.7454,1.8262,-0.0808,237.1006,182.5074,0.504,0.9472,10239109.5238,1.607,8e-4,0.0026,0.0018,0.0271,750,-0.009,0.3422,0.4299,1.0665,TRUE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,84.5361,94.8454,30,85.0799,768,2.3884,0.1294,0.2362,0.5397,0.005,0.0369,1.2541,2.1426,1,0,29.27,No Signal,0.02,3.38,Decreasing,FALSE,2.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,1142264666.6667,NA,NA,NA,NA,NA,0.1463,1142264666.6667,0.1463,NA,NA,746216000,5013847000,NA,5101724000,746216000,5013847000,NA,94.3,97.9,88.7,0,85.1,83.3,83.3,50,1.1,27.3,82,25.8,72.6,41.4,89.5,50,FALSE,78.5,78.5,Very Strong,Very Strong,TRUE,FALSE,NEUTRAL,Proven,94.8,0.005,Alpha Leader,GX RSI MA200 ANALYST,210.02,-6.72,233.88,85.68,43.15,509.98,NA,-0.0226,0.0083,0.0146,5.33,0.1463,0.1463,NA,NA,218200523000,$218.2B,5327.5,-6.7%,+29.7%,+90.3%,+96.2%,41.4,41.4,89.5,44.84,0.02,Tier 2: Golden Cross
CVX,209.8,213.2,142.51,2026-09-04,OIL & GAS INTEGRATED,414526013000,20.32,15.75,2.18,10.4,10.4,0.122,0.0586,0.0983,0.219,209383997000,106.25,50661999000,7.91,3.219,-0.0301,0.488,218.29,6,14,4,1,0,1961603000,0.033,0.932,2.12,96.8,Chevron Corp,ENERGY,60,75,65,60,25,75,0.0405,66,209.8,194.91,189.8,196.97,154,0.0764,0.1054,0.0651,0.3623,203.9855,191.928,181.4007,65.5036,2.3824,2.3086,0.0738,213.521,194.45,0.8049,0.1665,7788738.0952,0.3413,8e-4,4e-4,-3e-4,0.0155,750,0.0112,0.0447,0.2467,-0.3307,TRUE,TRUE,TRUE,TRUE,Neutral,TRUE,100,65,57.2165,35.567,70,66.0284,768,-0.2731,0.0624,0.0616,0.5079,-1e-4,0.022,-0.015,-0.0429,1,1,14.55,No Signal,0.01,1.91,Decreasing,FALSE,0.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,17138666666.6667,NA,NA,NA,NA,NA,0.2095,17138666666.6667,0.2095,NA,189031000000,39781000000,NA,-0.0301,189883000000,39781000000,NA,-0.0301,39.2,39.2,62.4,61.3,59.8,49.1,49.1,71,88,45.9,72.1,52.1,75,64.7,63.7,50,FALSE,54.9,54.9,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,57.7,-1e-4,Balanced,GX MACD RSI MA200,209.8,7.64,213.2,142.51,2.18,7.91,NA,0.219,0.0983,0.122,-0.0301,0.2095,0.2095,NA,NA,414526013000,$414.5B,20.3,+7.6%,+10.5%,+6.5%,+36.2%,64.7,64.7,63.7,58.82,0.01,Tier 2: Golden Cross
CXM,5.55,8.69,4.715,2026-08-30,SOFTWARE - APPLICATION,1911307000,68,20.7,3.807,0.12,0.12,0.0508,0.0291,0.0329,0.0454,871179000,3.53,56977000,20.55,-0.902,0.0819,0.607,7.88,1,2,5,0,1,133099000,NA,0.824,1.677,2.088,Sprinklr Inc,TECHNOLOGY,25,60,40,40,9,55.6,0.4198,41.81,5.55,6.93,5.35,5.88,7.91,-0.1991,0.0374,-0.0561,-0.2984,7.09,6.383,6.1908,31.5962,-0.0147,3.8181,-3.8328,8.4167,5.7633,-0.0804,0.7181,3918838.0952,0.9716,8e-4,-0.001,-0.0017,0.0268,750,-0.0554,-0.432,0.4262,-1.0265,FALSE,FALSE,FALSE,TRUE,Neutral,FALSE,15,20,44.3299,25.2577,30,28.1005,768,-0.7714,-0.1189,-0.0121,0.5079,-0.001,0.0322,-0.2481,-0.4856,1,0,38.91,No Signal,0.07,3.43,Decreasing,FALSE,6.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.674,97506333.3333,NA,NA,NA,NA,NA,NA,97506333.3333,NA,0.674,857200000,NA,231415000,0.0819,519477000,NA,231415000,0.0819,26.8,25.8,62.4,0,45.4,33.8,33.8,10.1,68.9,33.5,50,31.4,55.6,37.3,21.1,50,FALSE,31.3,31.3,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,24.2,-0.001,Analyst Upside,GX ANALYST,5.55,-19.91,8.69,4.715,3.807,20.55,0.674,0.0454,0.0329,0.0508,0.0819,NA,NA,NA,NA,1911307000,$1.9B,68,-19.9%,+3.7%,-5.6%,-29.8%,37.3,37.3,21.1,42.379999999999995,0.07,Tier 2: Golden Cross
DDOG,210.23,292.72,98.01,2026-09-07,SOFTWARE - APPLICATION,76457837000,434.55,71.94,17.66,0.49,0.49,0.047,0.0018,0.0448,0.0067,3966725000,11.26,82897000,260.59,14.98,0.269,1.488,285.18,10,31,3,1,1,334905000,NA,1.089,18.51,12.17,Datadog Inc,TECHNOLOGY,25,20,40,40,46,76.1,0.3565,35.86,210.23,260.78,227.63,127.16,136.44,-0.1938,-0.0764,0.6533,0.5408,232.7385,248.6438,176.5374,37.6468,-4.1257,-3.0088,-1.1168,260.021,205.456,0.0875,0.556,4223661.9048,1.3138,8e-4,0.0015,8e-4,0.0319,750,-0.0072,0.1333,0.5063,0.382,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,23.7113,91.2371,30,40.1108,768,0.4056,-0.1936,-0.1244,0.5159,0.004,0.0471,1.005,1.3436,1,0,20.74,No Signal,0.03,1.43,Decreasing,FALSE,2.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7996,822936333.3333,NA,NA,NA,NA,NA,NA,822936333.3333,NA,0.7996,3427158000,NA,434957000,0.269,4367160000,NA,434957000,0.269,92.3,89.7,68.6,0,21.1,67,67,50,12.6,32.5,50,35.6,76.1,41.2,47.3,50,FALSE,58.4,58.4,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,62.4,0.004,Alpha Leader,GX MA200 ANALYST,210.23,-19.38,292.72,98.01,17.66,260.59,0.7996,0.0067,0.0448,0.047,0.269,NA,NA,NA,NA,76457837000,$76.5B,434.6,-19.4%,-7.6%,+65.3%,+54.1%,41.2,41.2,47.3,44.72,0.03,Tier 2: Golden Cross
DECK,82.6,125.45,78.91,2026-08-30,FOOTWEAR & ACCESSORIES,11951320000,12.29,11.51,5.11,7.14,7.14,0.426,0.203,0.184,0.152,5527289000,38.73,1326979000,7.64,0.011,0.1297,1.167,122.81,5,8,11,2,0,136182000,NA,1.056,1.923,16.83,Deckers Outdoor Corporation,CONSUMER CYCLICAL,90,40,95,75,26,65.4,0.4868,76.79,82.6,97.44,111.18,100.69,117.17,-0.1523,-0.2571,-0.1797,-0.295,88.7935,96.7486,102.5456,32.9597,-4.1591,-3.8541,-0.3049,95.4032,82.1838,0.0315,0.3734,2689466.6667,1.2992,8e-4,3e-4,-4e-4,0.0266,750,-0.0319,-0.1677,0.4223,-0.2613,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,20,8.7629,12.3711,30,14.8531,768,-0.4721,-0.1853,-0.2747,0.4444,-0.0025,0.023,-0.6403,-1.7574,1,0,29.29,No Signal,0.06,3.78,Increasing,FALSE,5.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.577,999834333.3333,NA,NA,NA,NA,NA,NA,999834333.3333,NA,0.577,5472296000,NA,1602589000,0.1297,2301682000,NA,1602589000,0.1297,10.8,6.2,16,0,9.3,9.4,9.4,92.8,54.6,88.1,50,69.1,65.4,73.9,6.6,50,FALSE,18.4,18.4,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,4.6,-0.0025,Analyst Upside,ANALYST,82.6,-15.229999999999999,125.45,78.91,5.11,7.64,0.577,0.152,0.184,0.426,0.1297,NA,NA,NA,NA,11951320000,$12B,12.3,-15.2%,-25.7%,-18%,-29.5%,73.9,73.9,6.6,64.34,0.06,No Signal
DHR,205.23,241.78,160.6,2026-09-04,DIAGNOSTICS & RESEARCH,148351140000,37.48,22.32,2.767,5.63,5.63,0.0761,0.0395,0.16,0.198,25106999000,35.47,8028000000,22.11,0.597,0.0141,0.796,228.83,5,17,4,0,0,702986000,0.0069,1.239,6.68,74.81,Danaher Corporation,HEALTHCARE,25,75,40,75,26,76,0.115,52.1,205.23,209.37,183.63,186.26,198.63,-0.0198,0.1176,0.1018,0.0332,210.0275,201.8082,202.7255,47.4353,1.1678,1.8564,-0.6886,221.0545,199.0005,0.2825,0.2988,3121823.8095,0.7671,8e-4,1e-4,-7e-4,0.0167,750,-0.0062,-0.1318,0.2644,-0.6674,FALSE,TRUE,TRUE,FALSE,Neutral,FALSE,80,45,60.3093,40.7216,30,55.9871,768,-0.4843,0.0069,0.0734,0.4762,-5e-4,0.0226,-0.1287,-0.358,1,0,20.79,No Signal,0.01,2.65,Decreasing,FALSE,1.2%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.5911,5445666666.6667,NA,NA,NA,NA,NA,0.4783,5445666666.6667,0.4783,0.5911,24568000000,25147000000,NA,0.0141,52581000000,25147000000,NA,0.0141,32,30.4,35.1,0,65.5,34,34,34.8,77.6,37.6,50.5,63.4,76,51.8,50.8,50,FALSE,40.7,40.7,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,36.1,-5e-4,Balanced,MA200 ANALYST,205.23,-1.9800000000000002,241.78,160.6,2.767,22.11,0.5911,0.198,0.16,0.0761,0.0141,0.4783,0.4783,NA,NA,148351140000,$148.4B,37.5,-2%,+11.8%,+10.2%,+3.3%,51.8,51.8,50.8,51.08,0.01,No Signal
DKNG,23.87,46.51,20.46,2026-09-07,GAMBLING,11919862000,NA,14.39,21.09,-0.35,-0.35,-0.211,-0.0242,-0.0268,-0.0472,6222523000,12.55,122832000,118.06,1.846,0.2852,1.628,35.17,5,24,6,0,1,496454000,NA,0.059,2.08,1.148,DraftKings Inc,CONSUMER CYCLICAL,50,20,15,20,36,72.2,0.4734,31.22,23.87,24.27,28.79,25.56,46.32,-0.0165,-0.1709,-0.0661,-0.4847,24.9145,24.7479,26.7233,45.4848,-0.7183,-0.155,-0.5634,26.5237,23.3053,0.1755,0.5042,9580214.2857,1.2748,8e-4,1e-4,-7e-4,0.0281,750,-3e-4,-0.223,0.4463,-0.3817,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,45,13.9175,23.7113,30,22.4175,768,-0.5033,-0.0452,-0.0735,0.4921,-9e-4,0.0336,-0.2204,-0.4127,1,0,26.77,No Signal,0.08,2.28,Stable,FALSE,7.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,344147000,NA,NA,NA,NA,NA,NA,344147000,NA,NA,6054525000,NA,983882000,0.2852,569428000,NA,983882000,0.2852,28.4,27.8,49,0,32,30.1,30.1,50,7.1,14.9,50,13.9,72.2,32.5,22.6,50,FALSE,28.7,28.7,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,19.6,-9e-4,Analyst Upside,ANALYST,23.87,-1.6500000000000001,46.51,20.46,21.09,118.06,NA,-0.0472,-0.0268,-0.211,0.2852,NA,NA,NA,NA,11919862000,$11.9B,N/A,-1.7%,-17.1%,-6.6%,-48.5%,32.5,32.5,22.6,39.5,0.08,No Signal
DKS,132.37,244.38,120.4,2026-08-30,SPECIALTY RETAIL,12090897000,14.54,9.3,2.06,9.29,9.29,0.185,0.0642,0.0397,0.0801,21145145000,240.69,2083518000,10.25,-0.257,0.1514,1.186,174.28,3,12,10,0,1,65932000,0.0374,0.917,0.891,64.46,Dick’s Sporting Goods Inc,CONSUMER CYCLICAL,90,75,65,40,26,65.4,0.3166,69.54,132.37,214.1,214.97,197.6,223.83,-0.3817,-0.3842,-0.3301,-0.4086,163.519,193.0842,207.0123,26.701,-11.5147,-10.2317,-1.283,224.8457,102.1923,0.246,1.1547,5135533.3333,1.2402,8e-4,6e-4,-1e-4,0.0249,750,-0.0432,-0.0789,0.3956,-0.083,FALSE,FALSE,FALSE,FALSE,Oversold,FALSE,15,20,1.0309,3.6082,30,10.7809,768,-0.4757,-0.3792,-0.4031,0.4921,-0.0034,0.0358,-0.8455,-1.4861,1,0,44.24,Low Signal,0.09,4.2,Decreasing,FALSE,9.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.3292,616448666.6667,NA,NA,NA,NA,NA,NA,616448666.6667,NA,0.3292,17215120000,NA,913736000,0.1514,5725722000,NA,913736000,0.1514,4.6,9.3,49,0,2.6,13.9,13.9,88.4,89.1,62.4,50,32.5,65.4,65.5,1.5,50,FALSE,18.7,18.7,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,5.7,-0.0034,Analyst Upside,ANALYST,132.37,-38.17,244.38,120.4,2.06,10.25,0.3292,0.0801,0.0397,0.185,0.1514,NA,NA,NA,NA,12090897000,$12.1B,14.5,-38.2%,-38.4%,-33%,-40.9%,65.5,65.5,1.5,59.3,0.09,No Signal
DOCN,126.69,187.5,30.89,2026-08-30,SOFTWARE - INFRASTRUCTURE,13076022000,55.33,101.01,15.37,2.01,2.01,0.623,0.0386,0.233,0.104,1011113000,10.63,308634000,39.86,-0.245,0.1406,1.586,175.2,3,10,3,0,0,117580000,NA,1.538,14.9,8.86,DigitalOcean Holdings Inc,TECHNOLOGY,25,20,95,75,16,75,0.3829,57.5,126.69,129.73,171.47,66.22,33.31,-0.0234,-0.2612,0.9132,2.8034,118.4325,124.448,97.5195,55.3829,-3.0003,-3.6585,0.6581,136.2486,100.6164,0.7317,0.9001,2217157.1429,2.1262,8e-4,0.003,0.0022,0.0396,750,0.1319,0.3504,0.6284,0.9011,TRUE,TRUE,TRUE,TRUE,Neutral,TRUE,100,85,8.2474,95.3608,70,66.2964,768,1.2798,0.0206,-0.273,0.5,0.0072,0.0616,1.8071,1.848,1,3,28.94,No Signal,0.07,2.76,Stable,FALSE,7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.5986,133573000,NA,NA,NA,NA,NA,0.9896,133573000,0.9896,0.5986,901427000,921053000,767026000,0.1406,930731000,921053000,767026000,0.1406,99.5,95.4,55.7,94.3,9.8,75.7,75.7,15.2,16.4,93.8,27,76.3,75,51.9,79,50,FALSE,72.9,72.9,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,87.6,0.0072,Alpha Leader,GX MACD RSI MA200 ANALYST,126.69,-2.34,187.5,30.89,15.37,39.86,0.5986,0.104,0.233,0.623,0.1406,0.9896,0.9896,NA,NA,13076022000,$13.1B,55.3,-2.3%,-26.1%,+91.3%,+280.3%,51.9,51.9,79,51.14,0.07,Tier 2: Golden Cross
DOCU,65.08,86.65,40.16,2026-09-07,SOFTWARE - APPLICATION,13062521000,40.24,14.47,6.92,1.7,1.7,0.178,0.0635,0.0982,0.134,3361191000,17.04,448353000,21.24,0.333,0.0797,0.9,65.88,2,2,16,0,1,190945000,NA,0.778,3.571,9.43,DocuSign Inc,TECHNOLOGY,25,40,65,60,21,54.8,0.0123,48.23,65.08,59.64,45.13,46.48,81.73,0.0912,0.4421,0.4002,-0.2037,62.789,56.0878,53.6381,58.6315,4.6107,4.6583,-0.0476,68.1341,57.4439,0.7143,0.6003,3418795.2381,1.1125,8e-4,9e-4,1e-4,0.0277,750,-0.0432,0.0056,0.4394,0.0617,TRUE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,91.2371,80.4124,30,84.2036,768,-0.2196,0.1863,0.3568,0.4921,0.0018,0.0329,0.4591,0.8787,1,0,39.56,No Signal,0.08,5.3,Stable,FALSE,8.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.794,955327000,NA,NA,NA,NA,NA,NA,955327000,NA,0.794,3219500000,NA,528161000,0.0797,1718520000,NA,528161000,0.0797,77.3,74.7,49,0,91.2,65.3,65.3,28.3,38.3,59.3,50,51.5,54.8,46.7,87.6,50,FALSE,67.9,67.9,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,80.9,0.0018,Alpha Leader,GX RSI MA200,65.08,9.120000000000001,86.65,40.16,6.92,21.24,0.794,0.134,0.0982,0.178,0.0797,NA,NA,NA,NA,13062521000,$13.1B,40.2,+9.1%,+44.2%,+40%,-20.4%,46.7,46.7,87.6,48.019999999999996,0.08,Tier 2: Golden Cross
DUOL,146.39,353,87.89,2026-08-30,SOFTWARE - APPLICATION,6848256000,16.89,21.32,4.741,8.7,8.7,0.344,0.0564,0.359,0.117,1145002000,24.65,179031000,31.56,-0.275,0.3977,0.881,127.62,2,2,19,1,0,40237100,NA,NA,4.765,30.17,Duolingo Inc,TECHNOLOGY,75,60,95,90,24,55.2,-0.1282,78.27,146.39,137.19,121.92,94.92,271.28,0.0671,0.2007,0.5422,-0.4604,145.212,135.6721,131.217,52.432,3.783,3.6662,0.1169,161.2167,129.2073,0.5368,0.6279,1193795.2381,1.371,8e-4,6e-4,-1e-4,0.0364,750,-0.0468,-0.1074,0.5782,-0.0628,TRUE,TRUE,TRUE,TRUE,Neutral,TRUE,100,85,77.3196,87.1134,70,85.3686,768,-0.3347,0.0624,0.1912,0.5556,0.0027,0.0381,0.6766,1.1182,1,0,43.16,Low Signal,0.18,4.5,Stable,FALSE,17.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7223,264515666.6667,NA,NA,NA,NA,NA,NA,264515666.6667,NA,0.7223,1037589000,NA,1180887000,0.3977,1409742000,NA,1180887000,0.3977,86.6,84,94.8,0,79.9,77.9,77.9,80.4,57.9,83.5,50,93.3,55.2,73.1,87.9,50,FALSE,79.6,79.6,Very Strong,Very Strong,TRUE,FALSE,NEUTRAL,Proven,95.9,0.0027,Alpha Leader,GX MACD RSI MA200 α>SPY,146.39,6.710000000000001,353,87.89,4.741,31.56,0.7223,0.117,0.359,0.344,0.3977,NA,NA,NA,NA,6848256000,$6.8B,16.9,+6.7%,+20.1%,+54.2%,-46%,73.1,73.1,87.9,63.85999999999999,0.18,Tier 2: Golden Cross
ENTG,141.09,186.78,67.81,2026-08-30,SEMICONDUCTOR EQUIPMENT & MATERIALS,20615776000,72.54,38.46,5.34,1.86,1.86,0.0767,0.0413,0.0919,0.193,3326100000,21.85,914700000,28.81,0.751,-0.0476,1.35,173.36,1,5,4,1,0,152800000,0.0028,1.595,7.64,27.22,Entegris Inc,TECHNOLOGY,25,40,40,60,11,63.6,0.2287,41.61,141.09,144.21,128.88,109.98,82.14,-0.0216,0.0947,0.2829,0.7177,144.462,141.3836,126.5062,50.5642,-1.4564,-0.8945,-0.5619,165.6469,123.2771,0.4204,0.6205,2040447.619,2.4455,8e-4,0.0011,4e-4,0.0298,750,0.0224,-0.1804,0.4735,0.204,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,85,56.1856,68.5567,30,55.067,768,-0.0589,0.0837,0.0402,0.5159,0.0016,0.0433,0.4044,0.5883,1,2,35.3,No Signal,0.05,3.4,Decreasing,FALSE,5.2%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.4442,300000000,NA,NA,NA,NA,NA,0.8315,300000000,0.8315,0.4442,3196600000,3456000000,353600000,-0.0476,4156200000,3456000000,353600000,-0.0476,72.7,63.9,68.6,78.9,56.7,67.9,67.9,9.4,53,38.1,31.5,49,63.6,36.9,62,50,FALSE,61.8,61.8,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,70.1,0.0016,Alpha Leader,GX RSI MA200 ANALYST,141.09,-2.16,186.78,67.81,5.34,28.81,0.4442,0.193,0.0919,0.0767,-0.0476,0.8315,0.8315,NA,NA,20615776000,$20.6B,72.5,-2.2%,+9.5%,+28.3%,+71.8%,36.9,36.9,62,42.14,0.05,Tier 2: Golden Cross
ERAS,16.28,24.28,1.33,2026-08-30,BIOTECHNOLOGY,6306210000,NA,NA,18.85,-0.88,-0.88,-0.782,-0.214,0,0,0,0,-147743008,-1.574,0,0,0.652,24.3,2,6,2,0,0,349762000,NA,NA,NA,1.158,Erasca Inc,HEALTHCARE,50,20,15,20,10,75,0.4926,31.5,16.28,18.12,13.37,14.65,1.55,-0.1015,0.2177,0.1113,9.5032,17.703,18.3016,12.9086,38.9425,-2.4057,-0.9966,-1.4091,19.5545,15.8515,0.1157,0.5542,3566476.1905,1.4495,8e-4,0.004,0.0032,0.054,750,0.0111,0.7254,0.8579,0.946,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,78.866,41.7526,30,46.7603,768,2.8289,-0.167,0.2239,0.5,0.0019,0.0641,0.4696,0.4615,1,1,42.83,Low Signal,0.09,10.01,Stable,FALSE,8.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-102684000,NA,NA,NA,NA,NA,NA,-102684000,NA,NA,NA,NA,42542000,NA,361869000,NA,42542000,NA,77.8,58.8,55.7,61.3,83.5,67.8,67.8,50,10.9,5.7,50,17,75,31.4,39.4,50,FALSE,55.5,55.5,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,58.2,0.0019,Alpha Leader,GX MA200 ANALYST,16.28,-10.15,24.28,1.33,18.85,-1.574,NA,0,0,-0.782,0,NA,NA,NA,NA,6306210000,$6.3B,N/A,-10.2%,+21.8%,+11.1%,+950.3%,31.4,31.4,39.4,38.84,0.09,Tier 2: Golden Cross
ETSY,72.82,87.97,44,2026-09-08,INTERNET RETAIL,7022221000,24.21,17.09,21.42,3.16,3.16,-12.24,0.105,0.0711,0.187,2941756000,30.16,470799000,16.35,-0.071,0.0243,1.813,87.04,3,5,21,1,0,91782000,NA,0.897,3.223,-15.1,"Etsy, Inc.",CONSUMER CYCLICAL,60,20,15,40,30,58.3,0.1953,35.33,72.82,80.4,68.73,51.99,58.2,-0.0943,0.0595,0.4007,0.2512,80.832,81.1816,64.0203,34.2228,-0.9655,0.1922,-1.1577,86.5159,75.1481,-0.2048,0.4628,2978642.8571,0.9915,8e-4,6e-4,-1e-4,0.0288,750,-0.0427,-0.0349,0.4564,-0.0799,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,20,48.9691,80.9278,30,45.6263,768,-0.4457,-0.1622,0.0186,0.5238,0.0016,0.0293,0.3943,0.8473,1,0,30.15,No Signal,0.11,2.52,Stable,FALSE,10.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7164,702950666.6667,NA,NA,NA,NA,NA,NA,702950666.6667,NA,0.7164,2883501000,2335911000,901281000,0.0243,-1395078000,2335911000,901281000,0.0243,71.1,73.7,77.8,0,54.1,63.4,63.4,60.9,6.6,0.5,50,42.8,58.3,34.1,49,50,FALSE,55.5,55.5,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,58.2,0.0016,Alpha Leader,GX MA200 ANALYST,72.82,-9.43,87.97,44,21.42,16.35,0.7164,0.187,0.0711,-12.24,0.0243,NA,NA,NA,NA,7022221000,$7B,24.2,-9.4%,+5.9%,+40.1%,+25.1%,34.1,34.1,49,40.46,0.11,Tier 2: Golden Cross
