symbol,price,high_52w,low_52w,last_fetched,industry,market_cap,pe_ratio,pe_forward,pb_ratio,eps,eps_forward,roe,roa,profit_margin,operating_margin,revenue,revenue_per_share,ebitda,ev_ebitda,earningsGrowth,revenue_growth,beta_av,analyst_target,analyst_strong_buy,analyst_buy,analyst_hold,analyst_sell,analyst_strong_sell,shares_outstanding,dividend_yield,peg_ratio,ev_revenue,book_value,company,sector,pe_score,pb_score,roe_score,margin_score,analyst_total,analyst_score,analyst_upside,fundamental_score,price_now,price_1m,price_3m,price_6m,price_1y,ret_1m,ret_3m,ret_6m,ret_1y,ma20,ma50,ma200,rsi14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_pct,vol_annual,avg_vol_30,beta,spy_mean_daily,mean_daily_ret,mean_daily_alpha,sd_daily_alpha,days_in_pull,today_alpha,jensen_alpha_ann,tracking_error,info_ratio,above_ma20,above_ma50,above_ma200,golden_cross,rsi_zone,macd_bullish,trend_score,rsi_score,ret3m_score,ret6m_score,macd_score,momentum_score,days_tracked,cum_alpha_all,alpha_30d,alpha_63d,alpha_hit_rate,hist_mean_alpha,hist_sd_alpha,hist_alpha_ann,hist_ir,confidence_weight,alpha_streak,squeeze_score,squeeze_tier,short_percent_float,short_ratio,short_trend,fundamentals_improving,short_float_pct,improvement_count,put_call_ratio,put_call_oi,options_volume,avg_iv,options_score,options_sentiment,above_vwap,squeeze_poly,debt_equity_poly,revenue_poly,gross_margin,fcf,shares_float,market_cap_poly,vwap,vol_ratio,open_gap_pct,debt_equity,fcf_sec,debt_equity_sec,gross_margin_sec,revenue_sec,total_debt_sec,cash_sec,rev_cagr_sec,equity_sec,total_debt,cash,rev_cagr,p_ann_alpha,p_ir,p_hit_rate,p_streak,p_alpha_63d,alpha_score_raw,alpha_score,q_pe,q_pb,q_roe,q_de,q_margin,q_analyst,quality_gate,tech_filter,options_signal,options_live,final_score,master_score,rating,signal,golden_cross_flag,squeeze_candidate,regime,confidence_band,master_percentile,expected_return_1d,primary_driver,signal_matches,close,changesPercentage,yearHigh,yearLow,priceToBook,enterpriseToEbitda,grossMargin,operatingMargin,profitMargins,returnOnEquity,revenueGrowth,debtToEquity,debt_to_equity,currentRatio,current_ratio,marketCap,mktcap_fmt,pe_fmt,ret_1m_fmt,ret_3m_fmt,ret_6m_fmt,ret_1y_fmt,value_score,quality_score,growth_score,safety_score,short_float,tier
SMPL,10.76,28.95,9.88,2026-09-02,PACKAGED FOODS,1006461000,NA,6.15,0.637,-2.11,-2.11,-0.122,0.0538,-0.143,0.128,1392235000,14.6,217475000,9.06,-0.326,0.0805,0.151,14.38,0,4,7,0,0,88441000,NA,1.643,0.876,16.04,Simply Good Foods Co,CONSUMER DEFENSIVE,50,90,15,20,11,59.1,0.3364,43.91,10.76,10.81,12.61,14.41,28.18,-0.0046,-0.1467,-0.2533,-0.6182,11.0415,11.4386,14.6321,45.0746,-0.152,-0.6232,0.4712,11.6942,10.3888,0.2844,0.5148,1900495.2381,0.4226,8e-4,-0.0012,-0.002,0.0235,750,-0.0548,-0.3882,0.3738,-1.3345,FALSE,FALSE,FALSE,FALSE,Neutral,TRUE,15,45,17.0103,8.2474,70,24.2526,768,-0.8369,-0.0249,-0.1308,0.4524,-0.0032,0.0366,-0.8084,-1.3922,1,0,38.8,No Signal,0.08,3.32,Decreasing,FALSE,7.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.3624,175802666.6667,NA,NA,NA,NA,NA,0.28,175802666.6667,0.28,0.3624,1450920000,397037000,123884000,0.0805,1418120000,397037000,123884000,0.0805,6.2,11.9,19.6,0,20.1,11.8,11.8,50,100,19.1,68.5,7.2,59.1,46,18.7,50,FALSE,18.6,18.6,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,5.2,-0.0032,Analyst Upside,MACD ANALYST,10.76,-0.45999999999999996,28.95,9.88,0.637,9.06,0.3624,0.128,-0.143,-0.122,0.0805,0.28,0.28,NA,NA,1006461000,$1B,N/A,-0.5%,-14.7%,-25.3%,-61.8%,46,46,18.7,47.599999999999994,0.08,No Signal
SNAP,5.43,9.28,3.81,2026-09-09,INTERNET CONTENT & INFORMATION,9183203000,NA,9.05,5,-0.18,-0.18,-0.156,-0.0272,-0.049,-0.0264,6351084000,3.759,-146279008,1131.21,3.958,0.1348,1.05,7.38,3,7,30,1,2,1437047000,NA,496.06,1.764,1.146,Snap Inc,COMMUNICATION SERVICES,50,40,15,20,43,54.7,0.3591,33.47,5.43,5.35,5.38,4.65,7.22,0.015,0.0093,0.1677,-0.2479,5.406,5.0222,5.8247,52.3366,2.3509,2.6082,-0.2573,5.7885,5.0235,0.5314,0.6222,35375157.1429,1.8396,8e-4,1e-4,-7e-4,0.0357,750,-0.0018,-0.3397,0.5675,-0.3151,TRUE,TRUE,FALSE,FALSE,Neutral,FALSE,55,85,39.6907,47.9381,30,50.9948,768,-0.6526,0.1628,-0.0676,0.4603,3e-4,0.0372,0.0681,0.1153,1,0,21.22,No Signal,0.07,1.99,Increasing,FALSE,6.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,230212333.3333,1691197712,9183203576.16,NA,NA,NA,1.7547,230212333.3333,1.7547,NA,5931447000,3381448000,958848000,0.1348,1927088000,3381448000,958848000,0.1348,47.9,45.9,24.7,0,32.5,35.7,35.7,50,55.2,17.5,12.6,12.9,54.7,31.8,56.3,50,FALSE,40.1,40.1,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,34.5,3e-4,Analyst Upside,RSI ANALYST,5.43,1.5,9.28,3.81,5,1131.21,NA,-0.0264,-0.049,-0.156,0.1348,1.7547,1.7547,NA,NA,9183203000,$9.2B,N/A,+1.5%,+0.9%,+16.8%,-24.8%,31.8,31.8,56.3,39.08,0.07,No Signal
SOFI,18.01,32.73,14.88,2026-09-01,CREDIT SERVICES,23093277000,37.25,31.95,2.236,0.48,0.48,0.071,0.0125,0.149,0.17,4268439000,3.445,NA,NA,0.404,0.2123,2.204,20.02,2,5,12,2,2,1291570000,NA,0.921,6.54,8.58,SoFi Technologies Inc.,FINANCIAL SERVICES,25,75,40,60,23,53.3,0.1116,47.58,18.01,18.12,15.87,17.7,25.96,-0.0061,0.1348,0.0175,-0.30620000000000003,18.2345,17.8838,19.9291,49.6862,0.4696,0.852,-0.3824,19.2149,17.2541,0.3855,0.5247,41897800,2.3524,8e-4,0.0016,9e-4,0.0324,750,-0.006,-0.0376,0.5148,0.4304,FALSE,TRUE,FALSE,FALSE,Neutral,FALSE,55,45,67.5258,30.9278,30,49.9433,768,0.3701,0.0354,0.0612,0.4762,-7e-4,0.0305,-0.1828,-0.3773,1,0,44.42,Low Signal,0.13,3.41,Decreasing,FALSE,13.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-4199174000,NA,NA,NA,NA,NA,0.298,-4199174000,0.298,NA,619353000,3300544000,3126237000,0.2123,11076227000,3300544000,3126237000,0.2123,29.9,28.9,35.1,0,59.3,32.1,32.1,35.5,86.9,36.6,64.9,60.3,53.3,52.4,47.5,50,FALSE,38.8,38.8,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,33.5,-7e-4,Balanced,ANALYST,18.01,-0.61,32.73,14.88,2.236,NA,NA,0.17,0.149,0.071,0.2123,0.298,0.298,NA,NA,23093277000,$23.1B,37.2,-0.6%,+13.5%,+1.8%,-30.6%,52.4,52.4,47.5,51.44,0.13,No Signal
SOUN,6.57,22.17,5.65,2026-09-01,SOFTWARE - APPLICATION,3179826000,NA,227.27,6.54,-0.62,-0.62,-0.322,-0.195,-0.674,-0.759,203200000,0.484,-154590000,135.77,0,0,2.825,12.71,0,6,2,0,0,411574000,NA,NA,14.81,1.125,SoundHound AI Inc,TECHNOLOGY,50,40,15,20,8,68.8,0.9346,34.88,6.57,7.46,6.75,7.47,15.29,-0.1193,-0.0267,-0.1205,-0.5703,7.0715,6.7487,8.315,42.186,-0.4362,0.6627,-1.0989,7.5718,6.5712,-0.0012,0.3977,25199319.0476,2.9164,8e-4,0.0036,0.0028,0.0647,750,-0.0197,0.3395,1.0273,0.688,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,45,32.4742,16.4948,30,26.5412,768,0.8638,-0.0068,-0.1472,0.3968,-0.0017,0.0423,-0.438,-0.6528,1,0,45.51,Low Signal,0.4,4.59,Stable,FALSE,39.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-92433000,NA,NA,NA,NA,NA,NA,-92433000,NA,NA,NA,NA,202776000,NA,490430000,NA,202776000,NA,17,23.7,1.5,0,18.6,14.1,14.1,50,41,12.9,50,2.1,68.8,34.2,20.9,50,FALSE,18.7,18.7,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,5.7,-0.0017,Analyst Upside,ANALYST,6.57,-11.93,22.17,5.65,6.54,135.77,NA,-0.759,-0.674,-0.322,0,NA,NA,NA,NA,3179826000,$3.2B,N/A,-11.9%,-2.7%,-12%,-57%,34.2,34.2,20.9,40.519999999999996,0.4,No Signal
SPGI,429.31,518.88,358.55,2026-09-07,FINANCIAL DATA & STOCK EXCHANGES,130746753000,27.03,22.03,4.217,16.41,16.41,0.143,0.0703,0.305,0.448,16122000000,53.79,8143000000,17.21,0.177,0.10780000000000001,1.077,519.3,6,17,1,0,0,294800000,0.0086,1.986,8.95,106.86,S&P Global Inc,FINANCIAL SERVICES,45,60,65,90,24,80.2,0.2096,64.27,429.31,410.94,403.3869,397.0672,516.4333,0.0447,0.0643,0.0812,-0.1687,429.664,427.2663,429.9297,49.6923,1.2148,1.1126,0.1021,452.424,406.904,0.4922,0.2975,1840447.619,0.7043,8e-4,3e-4,-4e-4,0.0141,750,-0.0265,-0.0534,0.2238,-0.4921,FALSE,TRUE,FALSE,FALSE,Neutral,TRUE,55,45,49.4845,38.1443,70,49.9742,768,-0.3363,-0.0592,0.0461,0.4286,-7e-4,0.0201,-0.1696,-0.5305,1,0,32.36,No Signal,0.03,4.05,Decreasing,FALSE,2.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,4862666666.6667,NA,NA,NA,NA,NA,0.3999,4862666666.6667,0.3999,NA,15336000000,12598000000,4134000000,0.10780000000000001,31501000000,12598000000,4134000000,0.10780000000000001,30.4,25.3,9.8,0,57.2,26,26,52.9,62.3,53.1,58.6,89.2,80.2,63.2,50,50,FALSE,37.3,37.3,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,31.4,-7e-4,Analyst Upside,MACD ANALYST,429.31,4.47,518.88,358.55,4.217,17.21,NA,0.448,0.305,0.143,0.10780000000000001,0.3999,0.3999,NA,NA,130746753000,$130.7B,27,+4.5%,+6.4%,+8.1%,-16.9%,63.2,63.2,50,57.92,0.03,No Signal
SRPT,20.94,25.32,14.68,2026-09-02,BIOTECHNOLOGY,2253025000,NA,7.67,1.454,-1.57,-1.57,-0.0948,-0.0113,-0.0693,0.13,1974344000,19,-17533000,16.91,26.64,0.3297,0.205,22.26,0,8,11,3,2,105627000,NA,159.25,1.256,14.46,Sarepta Therapeutics Inc,HEALTHCARE,50,90,15,20,24,51,0.063,43.1,20.94,17.18,15.11,17.04,17.6,0.2189,0.3858,0.2289,0.1898,19.901,18.2924,19.1976,57.1031,6.4905,5.5748,0.9157,23.3219,16.4801,0.6519,0.7496,3051323.8095,1.2248000000000001,8e-4,-9e-4,-0.0017,0.0495,750,-0.0638,-0.4605,0.7852,-0.5316,TRUE,TRUE,TRUE,FALSE,Neutral,TRUE,80,85,89.6907,60.3093,70,78.7191,768,-0.8925,0.273,0.2982,0.4841,0.0014,0.0469,0.3602,0.4841,1,0,48.47,Low Signal,0.26,9.07,Stable,FALSE,25.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-409097666.6667,NA,NA,NA,NA,NA,0.5548,-409097666.6667,0.5548,NA,2198237000,847623000,571148000,0.3297,1527798000,847623000,571148000,0.3297,68.6,60.8,42.8,0,87.6,57.5,57.5,50,95.6,20.1,45.9,11.9,51,42.2,78.5,50,FALSE,60.2,60.2,Neutral,Neutral,FALSE,FALSE,NEUTRAL,Proven,67.5,0.0014,Strong Trend,MACD RSI MA200,20.94,21.89,25.32,14.68,1.454,16.91,NA,0.13,-0.0693,-0.0948,0.3297,0.5548,0.5548,NA,NA,2253025000,$2.3B,N/A,+21.9%,+38.6%,+22.9%,+19%,42.2,42.2,78.5,45.32,0.26,Tier 5: Underdog Watch
STRL,502.2,1005.68,270,2026-09-02,ENGINEERING & CONSTRUCTION,13951423000,33.91,24.81,10.59,13.45,13.45,0.4,0.145,0.126,0.201,3438486000,112.23,714010000,20.1,1.165,0.1236,1.889,876,0,7,0,0,0,30588500,NA,0.801,4.145,44.36,"Sterling Infrastructure, Inc.",INDUSTRIALS,45,20,95,60,7,75,0.7443,60.25,502.2,528.51,770.25,404.59,286.71,-0.0498,-0.348,0.2413,0.7516,511.579,593.591,523.5062,44.482,-6.6623,-7.2429,0.5807,592.4007,430.7573,0.442,0.5959,542061.9048,2.1415,8e-4,0.0034,0.0026,0.0398,750,0.0378,0.4474,0.6322,1.0538,FALSE,FALSE,FALSE,TRUE,Neutral,TRUE,15,45,3.0928,63.9175,70,31.2113,768,2.824,-0.2358,-0.4532,0.5238,0.0027,0.0662,0.6871,0.6535,1,2,21.97,No Signal,0.04,1.38,Decreasing,FALSE,3.5%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.2298,397677000,NA,NA,NA,NA,NA,0.2091,397677000,0.2091,0.2298,2490049000,283875000,464451000,0.1236,1357315000,283875000,464451000,0.1236,87.1,67,77.8,78.9,1,66.5,66.5,39.1,23.5,86.6,73,57.7,75,60.4,39.2,50,FALSE,59,59,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,62.9,0.0027,Alpha Leader,GX MACD ANALYST,502.2,-4.9799999999999995,1005.68,270,10.59,20.1,0.2298,0.201,0.126,0.4,0.1236,0.2091,0.2091,NA,NA,13951423000,$14B,33.9,-5%,-34.8%,+24.1%,+75.2%,60.4,60.4,39.2,56.239999999999995,0.04,Tier 2: Golden Cross
SWKS,75.38,88.05,51.49,2026-09-09,SEMICONDUCTORS,11342638000,39.06,14.68,1.941,1.93,1.93,0.0509,0.0344,0.0723,0.0883,4014100000,26.8,880200000,13.51,-0.686,-0.0746,1.518,68.35,1,1,19,1,1,150473000,0.0384,10.48,2.746,38.13,Skyworks Solutions Inc,TECHNOLOGY,25,75,40,40,23,50,-0.0933,44.25,75.38,68.79,70.29,55.2,75.63,0.0958,0.0724,0.3656,-0.0033,68.7715,65.0242,63.9523,70.0333,2.6161,1.5628,1.0532,73.8638,63.6792,1.1489,0.3322,5576247.619,1.5951,8e-4,0,-7e-4,0.0237,750,0.0239,-0.2967,0.3756,-0.4861,TRUE,TRUE,TRUE,TRUE,Overbought,TRUE,100,30,51.5464,77.8351,70,67.5309,768,-0.57,0.1482,-0.0308,0.5238,0.002,0.0313,0.5086,1.0231,1,2,46.85,Low Signal,0.2,6.62,Stable,FALSE,19.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.4116,1473200000,NA,NA,NA,NA,NA,0.0866,1473200000,0.0866,0.4116,4086900000,496900000,790000000,-0.0746,5738300000,496900000,790000000,-0.0746,80.4,77.8,77.8,78.9,40.2,73,73,29.7,91.8,34,89.2,43.8,50,51.9,78.3,50,FALSE,71.1,71.1,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,84.5,0.002,Alpha Leader,GX MACD MA200,75.38,9.58,88.05,51.49,1.941,13.51,0.4116,0.0883,0.0723,0.0509,-0.0746,0.0866,0.0866,NA,NA,11342638000,$11.3B,39.1,+9.6%,+7.2%,+36.6%,-0.3%,51.9,51.9,78.3,51.14,0.2,Tier 2: Golden Cross
TDUP,2.67,11.9,2.51,2026-09-02,INTERNET RETAIL,330961000,NA,NA,5.82,-0.17,-0.17,-0.368,-0.0825,-0.0665,-0.0674,334303000,2.636,-8703000,-2.746,0,0.0965,2.058,7.24,0,6,1,0,0,111010000,NA,NA,1.051,0.463,ThredUp Inc,CONSUMER CYCLICAL,50,40,15,20,7,71.4,1.7116,35.14,2.67,3.23,4.83,3.56,11.13,-0.1734,-0.4472,-0.25,-0.7601,2.816,4.7629,5.0655,29.6978,-16.5244,-18.0716,1.5472,3.1599,2.4721,0.2877,0.5834,2435128.5714,1.5128,8e-4,0.0019,0.0012,0.0629,750,-0.0129,0.1923,0.9985,0.291,FALSE,FALSE,FALSE,FALSE,Oversold,TRUE,15,20,0.5155,9.2784,70,15.7603,768,-0.6209,-0.5592,-0.4759,0.5,-0.0014,0.0571,-0.3478,-0.3836,1,0,40.54,Low Signal,0.17,3.78,Stable,FALSE,16.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7939,-35699000,NA,NA,NA,NA,NA,0.2917,-35699000,0.2917,0.7939,310813000,17722000,42169000,0.0965,60748000,17722000,42169000,0.0965,20.1,28.4,55.7,0,0.5,24.3,24.3,50,48.1,11.9,66.7,12.4,71.4,39.2,5,50,FALSE,21.9,21.9,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,11.3,-0.0014,Analyst Upside,MACD ANALYST,2.67,-17.34,11.9,2.51,5.82,-2.746,0.7939,-0.0674,-0.0665,-0.368,0.0965,0.2917,0.2917,NA,NA,330961000,$331M,N/A,-17.3%,-44.7%,-25%,-76%,39.2,39.2,5,43.519999999999996,0.17,No Signal
TEAM,176.42,198.6,56.01,2026-09-08,SOFTWARE - APPLICATION,47990059000,NA,36.23,46.56,-0.21,-0.21,-0.0448,0.0304,-0.0082,0.123,6572308000,25.26,436393000,232.24,1.722,0.2147,1.159,196.23,6,21,6,0,0,159005000,NA,2.029,7.5,4.177,Atlassian Corp Plc,TECHNOLOGY,50,20,15,20,33,75,0.1123,31.5,176.42,151.87,91.54,73.34,172.7,0.1617,0.9272,1.4055,0.0215,174.5227,127.8656,109.4101,59.3334,10.6083,12.4669,-1.8586,199.9176,149.1279,0.5374,0.6504,4416304.7619,1.3174,8e-4,4e-4,-3e-4,0.0359,750,-0.0639,-0.1417,0.5704,-0.1418,TRUE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,98.9691,99.4845,30,90.3376,768,-0.4599,0.7793,0.7399,0.5,0.0068,0.0602,1.7031,1.782,1,0,30.27,No Signal,0.07,1.79,Decreasing,FALSE,7.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.8284,1224296333.3333,NA,NA,NA,NA,NA,0.9349,1224296333.3333,0.9349,0.8284,5215304000,989560000,1239512000,0.2147,1058442000,989560000,1239512000,0.2147,99,94.3,55.7,0,99,79.3,79.3,50,0,22.7,29.7,16.5,75,31.1,98,50,FALSE,76.6,76.6,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,93.8,0.0068,Alpha Leader,GX RSI MA200 ANALYST,176.42,16.17,198.6,56.01,46.56,232.24,0.8284,0.123,-0.0082,-0.0448,0.2147,0.9349,0.9349,NA,NA,47990059000,$48B,N/A,+16.2%,+92.7%,+140.6%,+2.1%,31.1,31.1,98,38.66,0.07,Tier 2: Golden Cross
TER,372.06,487.72,109.35,2026-09-09,SEMICONDUCTOR EQUIPMENT & MATERIALS,58168140000,51.11,27.47,16.24,7.28,7.28,0.365,0.198,0.258,0.332,4464031000,28.44,1504894000,37.27,3.858,0.0918,1.778,446.47,1,12,3,0,1,156341000,0.0014,0.653,12.45,20.08,Teradyne Inc,TECHNOLOGY,25,20,95,90,17,67.6,0.2,59.01,372.06,365.1,347.59,286.61,118.9,0.0191,0.0704,0.2981,2.1292,375.6815,370.6354,317.3315,51.3458,-1.8977,-1.3614,-0.5363,430.8995,320.4635,0.4672,0.6511,2351280.9524,2.2084,8e-4,0.0025,0.0017,0.0324,750,0.0476,0.1944,0.5143,0.8284,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,51.0309,70.6186,30,70.183,768,1.3016,0.0752,-0.0312,0.5714,0.0023,0.0499,0.5754,0.7269,1,2,28.68,No Signal,0.04,2.57,Decreasing,FALSE,4.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.5822,450025333.3333,NA,NA,NA,NA,NA,NA,450025333.3333,NA,0.5822,3190024000,NA,349538000,0.0918,3437162000,NA,349538000,0.0918,83,69.6,97.9,78.9,39.7,75.7,75.7,17.4,14.2,85.6,50,80.9,67.6,53.5,71.9,50,FALSE,71.5,71.5,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,85.6,0.0023,Alpha Leader,GX RSI MA200 α>SPY ANALYST,372.06,1.91,487.72,109.35,16.24,37.27,0.5822,0.332,0.258,0.365,0.0918,NA,NA,NA,NA,58168140000,$58.2B,51.1,+1.9%,+7%,+29.8%,+212.9%,53.5,53.5,71.9,52.1,0.04,Tier 2: Golden Cross
TMO,603.02,647,434.83,2026-09-07,DIAGNOSTICS & RESEARCH,226943500000,33,22.47,4.341,18.6,18.6,0.135,0.0513,0.15,0.188,46336000000,123.89,11739000000,22.18,0.094,0.0196,0.854,638.11,3,19,5,0,1,369747000,0.0029,1.842,5.77,142.47,Thermo Fisher Scientific Inc,HEALTHCARE,45,60,65,60,28,70.5,0.0582,58.8,603.02,599.69,482.04,475.89,487.65,0.0056,0.251,0.2671,0.2366,612.0975,572.5334,536.2062,51.5722,1.8863,2.6699,-0.7836,642.0432,582.1518,0.3484,0.2467,1653690.4762,0.7601,8e-4,4e-4,-4e-4,0.016,750,-0.012,-0.0545,0.2542,-0.3952,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,85,81.4433,67.0103,30,78.5851,768,-0.3584,0.0384,0.2334,0.4762,5e-4,0.0213,0.1386,0.4101,1,0,16.59,No Signal,0.01,2.86,Stable,FALSE,1.3%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,6829000000,NA,NA,NA,NA,NA,0.8027,6829000000,0.8027,NA,44556000000,42284000000,4064000000,0.0196,52679000000,42284000000,4064000000,0.0196,52.6,57.7,35.1,0,84.5,49.9,49.9,39.9,60.7,50.5,33.3,60.8,70.5,50.5,77.1,50,FALSE,56.5,56.5,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,59.3,6e-4,Strong Trend,GX RSI MA200,603.02,0.5599999999999999,647,434.83,4.341,22.18,NA,0.188,0.15,0.135,0.0196,0.8027,0.8027,NA,NA,226943500000,$226.9B,33,+0.6%,+25.1%,+26.7%,+23.7%,50.5,50.5,77.1,50.3,0.01,Tier 2: Golden Cross
TOST,33.29,42.62,22.26,2026-09-02,SOFTWARE - INFRASTRUCTURE,19415020000,43.06,23.98,9.64,0.78,0.78,0.252,0.0895,0.0714,0.0744,6804000000,11.63,477000000,36.94,1,0.2617,1.725,39.04,6,15,9,0,0,514000000,NA,0.247,2.638,3.431,Toast Inc,TECHNOLOGY,25,40,80,40,30,72.5,0.1727,51.5,33.29,35.69,24.3,27.6,40.75,-0.0672,0.37,0.2062,-0.1831,34.9495,32.483,30.1125,45.0595,1.0457,2.4738,-1.4282,37.1057,32.7933,0.1152,0.3304,8566719.0476,1.4742,8e-4,0.0011,3e-4,0.0273,750,-0.0139,-0.0165,0.433,0.1719,FALSE,TRUE,TRUE,TRUE,Neutral,FALSE,100,45,88.6598,56.701,30,72.6881,768,-0.139,0.0409,0.3316,0.5317,4e-4,0.0285,0.0971,0.2149,1,0,34.06,No Signal,0.06,2.86,Decreasing,FALSE,6.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.2589,335666666.6667,NA,NA,NA,NA,NA,NA,335666666.6667,NA,0.2589,6153000000,NA,1015000000,0.2617,2045000000,NA,1015000000,0.2617,50.5,49,84,0,90.2,57.7,57.7,25.4,26.8,73.2,50,43.3,72.5,48.6,62.4,50,FALSE,57.5,57.5,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,60.3,4e-4,Consistent Beat,GX MA200 ANALYST,33.29,-6.72,42.62,22.26,9.64,36.94,0.2589,0.0744,0.0714,0.252,0.2617,NA,NA,NA,NA,19415020000,$19.4B,43.1,-6.7%,+37%,+20.6%,-18.3%,48.6,48.6,62.4,49.16,0.06,Tier 2: Golden Cross
TROW,109.42,122,84.21,2026-09-09,ASSET MANAGEMENT,23341021000,10.99,10.68,2.128,9.96,9.96,0.194,0.107,0.293,0.287,7592000000,34.95,2963800000,6.49,0.286,0.0641,1.48,109.75,0,0,9,1,3,213316000,0.0468,2.607,2.715,51.58,T. Rowe Price Group Inc,FINANCIAL SERVICES,90,75,65,90,13,36.5,0.003,74.15,109.42,113.77,106.43,87.91,108.17,-0.0382,0.0281,0.2447,0.0116,111.239,114.4582,103.692,40.5339,-0.9561,-0.8052,-0.1508,113.7331,108.7449,0.1353,0.1482,1271600,1.1249,8e-4,1e-4,-6e-4,0.0124,750,0.0022,-0.1838,0.1961,-0.8152,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,45,43.299,64.433,30,44.3763,768,-0.419,-0.115,-1e-4,0.5476,6e-4,0.0137,0.1524,0.7035,1,1,46.23,Low Signal,0.12,14.38,Stable,FALSE,11.7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,1217533333.3333,NA,NA,NA,NA,NA,NA,1217533333.3333,NA,NA,7314800000,NA,3234300000,0.0641,11002500000,NA,3234300000,0.0641,54.6,68.6,93.3,61.3,46.9,65.4,65.4,95.7,88.5,63.4,50,86.1,36.5,72.5,45.8,50,FALSE,61.8,61.8,Neutral,Neutral,TRUE,FALSE,NEUTRAL,Proven,70.1,6e-4,Consistent Beat,GX MA200,109.42,-3.82,122,84.21,2.128,6.49,NA,0.287,0.293,0.194,0.0641,NA,NA,NA,NA,23341021000,$23.3B,11,-3.8%,+2.8%,+24.5%,+1.2%,72.5,72.5,45.8,63.5,0.12,Tier 2: Golden Cross
TSLA,368.16,498.83,297.38,2026-09-07,AUTO MANUFACTURERS,1398455796000,321.89,156.25,17.11,1.1,1.1,0.0467,0.0193,0.0367,0.0141,103619002000,32.05,10755000000,121.3,-0.03,-0.0101,1.845,390.09,6,16,19,3,2,3949547000,NA,4.499,14.08,22,Tesla Inc,CONSUMER CYCLICAL,25,20,40,40,46,61.4,0.0596,34.39,368.16,330.88,381.59,395.01,346.4,0.1127,-0.0352,-0.068,0.0628,350.3035,357.7168,399.393,55.711,1.2528,0.4145,0.8383,374.5143,326.0927,0.8688,0.5234,38581685.7143,2.2408,8e-4,0.0011,3e-4,0.0319,750,0.0453,-0.1618,0.507,0.1499,TRUE,TRUE,FALSE,FALSE,Neutral,TRUE,55,85,30.9278,22.6804,70,47.3144,768,-0.0026,0.1513,-0.124,0.4603,-0.0011,0.0274,-0.2816,-0.6469,1,1,14.25,No Signal,0.02,2.15,Stable,FALSE,1.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.1803,4719333333.3333,NA,NA,NA,NA,NA,0.0889,4719333333.3333,0.0889,0.1803,94827000000,7721000000,15219000000,-0.0101,86858000000,7721000000,15219000000,-0.0101,24.2,24.2,24.7,61.3,21.6,27.6,27.6,50,13.1,32,88.3,32,61.4,44.9,47.6,50,FALSE,35,35,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,28.9,-0.0011,Balanced,MACD RSI,368.16,11.27,498.83,297.38,17.11,121.3,0.1803,0.0141,0.0367,0.0467,-0.0101,0.0889,0.0889,NA,NA,1398455796000,$1.4T,321.9,+11.3%,-3.5%,-6.8%,+6.3%,44.9,44.9,47.6,46.94,0.02,No Signal
