formation_days,hold_days,rebalances,n_buckets,q1_ann_alpha,q5_ann_alpha,spread_ann,mean_rank_ic,ic_t_stat,monotonic
126,63,28,5,0.2278894215684134,0.032873478119261106,0.1950159434491523,0.061967891708821166,2.7519518418692033,FALSE
