symbol,date,open,high,low,close,volume,ma20,ma50,ma200,rsi14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_mid,daily_ret,spy_ret,daily_alpha
AMD,2025-07-31,182.02000427246094,182.5,173,176.30999755859375,71765300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017826288486239794,-0.003751229077306739,-0.014075059408933055
TSLA,2025-07-31,319.6099853515625,321.3699951171875,306.1000061035156,308.2699890136719,85270900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03375758288237862,-0.003751229077306739,-0.030006353805071884
HON,2025-08-01,218.8178253173828,219.08470153808594,214.65635681152344,215.20001220703125,4013269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02086798678332835,-0.01639040328219421,-0.004477583501134141
BAC,2025-08-01,46.36000061035156,46.40999984741211,45.31999969482422,45.65999984741211,52310400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.034059669870113884,-0.01639040328219421,-0.017669266587919674
ACN,2025-08-01,264.6300048828125,265.1099853515625,254.1999969482422,255.3699951171875,6042400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0439161764069077,-0.01639040328219421,-0.027525773124713493
GOOGL,2025-08-01,189.02999877929688,190.8300018310547,187.82000732421875,189.1300048828125,34832200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014434544563696416,-0.01639040328219421,0.001955858718497794
ORCL,2025-08-01,247.8300018310547,248.41000366210938,242,244.4199981689453,12718200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03684441008038508,-0.01639040328219421,-0.02045400679819087
JPM,2025-08-01,290.3999938964844,291.79998779296875,284.239990234375,289.3699951171875,12007100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02319064050654407,-0.01639040328219421,-0.006800237224349859
INTU,2025-08-01,786.1400146484375,787.3699951171875,772.3499755859375,776.1500244140625,1490100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01143757137404311,-0.01639040328219421,0.004952831908151101
IBM,2025-08-01,251.41000366210938,251.47999572753906,245.61000061035156,250.0500030517578,9683400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012245668257824138,-0.01639040328219421,0.004144735024370072
MSFT,2025-08-01,535,535.79998779296875,520.8599853515625,524.1099853515625,28977600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01760077722293818,-0.01639040328219421,-0.0012103739407439695
META,2025-08-01,760.72998046875,766,745.30999755859375,750.010009765625,19028700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03029322585051608,-0.01639040328219421,-0.013902822568321871
NFLX,2025-08-01,116.3010025024414,117.85099792480469,115.28500366210938,115.86000061035156,38910000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.900278538041205e-4,-0.01639040328219421,0.01570037542839009
QCOM,2025-08-01,146.4600067138672,149.1699981689453,145.7899932861328,148.19000244140625,12706700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009743853830027849,-0.01639040328219421,0.02613425711222206
PEP,2025-08-01,139.10000610351562,139.80999755859375,138.2899932861328,139.27999877929688,7630500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009860793419425917,-0.01639040328219421,0.026251196701620128
PG,2025-08-01,151.77999877929688,153.49000549316406,150.52000427246094,150.64999389648438,8594200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011962030592214123,-0.01639040328219421,0.017586606341415623
MS,2025-08-01,139.27000427246094,139.57000732421875,136.1699981689453,139.08999633789062,6678500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02365583474066002,-0.01639040328219421,-0.00726543145846581
CRM,2025-08-01,254.99000549316406,255.99000549316406,250.1300048828125,250.74000549316406,7646900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02938095255534079,-0.01639040328219421,-0.012990549273146579
UPS,2025-08-01,85.73999786376953,86.54000091552734,84.279998779296875,84.5,11276600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.019266522650339568,-0.01639040328219421,-0.002876119368145358
NEE,2025-08-01,71.43000030517578,71.79000091552734,70.339996337890625,70.4000015258789,6628500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00928787018562216,-0.01639040328219421,0.00710253309657205
V,2025-08-01,344.1000061035156,346.1700134277344,338.1000061035156,339.3500061035156,8658700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017714982764242215,-0.01639040328219421,-0.001324579482048005
MA,2025-08-01,563.8599853515625,564.8699951171875,556.0999755859375,559.8900146484375,3316700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.011615719093670873,-0.01639040328219421,0.004774684188523337
NVDA,2025-08-01,174.08999633789062,176.5399932861328,170.88999938964844,173.72000122070312,204529000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.023331613034284993,-0.01639040328219421,-0.006941209752090782
KO,2025-08-01,68.5999984741211,69.04000091552734,68.2699966430664,68.86000061035156,16107500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014287836639029772,-0.01639040328219421,0.030678239921223982
BLK,2025-08-01,1089,1097.6600341796875,1077.199951171875,1091.800048828125,673200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012847949667753267,-0.01639040328219421,0.0035424536144409435
SPGI,2025-08-01,515.61968994140625,519.89593505859375,511.1825866699219,516.234619140625,1992974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009871216348831147,-0.01639040328219421,0.006519186933363064
HD,2025-08-01,367.82000732421875,374.79998779296875,365.75,373.6600036621094,3008200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01673422147169945,-0.01639040328219421,0.03312462475389366
JNJ,2025-08-01,165.47999572753906,167.6199951171875,164.7899932861328,167.3300018310547,8927800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01572172059929966,-0.01639040328219421,0.03211212388149387
AMGN,2025-08-01,297.05999755859375,298.5199890136719,292.5899963378906,296.8800048828125,2410900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006031849347615692,-0.01639040328219421,0.022422252629809902
AMZN,2025-08-01,217.2100067138672,220.44000244140625,212.8000030517578,214.75,122258800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08269617085933034,-0.01639040328219421,-0.06630576757713613
AVGO,2025-08-01,286.5400085449219,292.6400146484375,281.6099853515625,288.6400146484375,21428100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017228455390825514,-0.01639040328219421,-8.380521086313042e-4
LLY,2025-08-01,746.82000732421875,768,745.989990234375,762.33001708984375,4859500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03007824874042364,-0.01639040328219421,0.04646865202261785
TMO,2025-08-01,461.0299987792969,464.1000061035156,451.45001220703125,463.0400085449219,2756900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009921279942535444,-0.01639040328219421,0.006469123339658767
AAPL,2025-08-01,210.8699951171875,213.5800018310547,201.5,202.3800048828125,104434500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.025003624118486445,-0.01639040328219421,-0.008613220836292235
TXN,2025-08-01,179.6300048828125,181.58999633789062,177.9199981689453,180.86000061035156,6625100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0011045893678279795,-0.01639040328219421,0.01528581391436623
LIN,2025-08-01,458.3299865722656,462.510009765625,449.32000732421875,459.4100036621094,2219300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0018467954753411675,-0.01639040328219421,0.014543607806853043
GE,2025-08-01,265.5299987792969,270.54998779296875,261.7099914550781,269.3800048828125,4416300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0062711442144768315,-0.01639040328219421,0.010119259067717379
DHR,2025-08-01,195.3300018310547,197.16000366210938,192.25999450683594,197.08999633789062,5736500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.550787325948823e-4,-0.01639040328219421,0.016035324549599328
UNH,2025-08-01,250.61000061035156,251.49000549316406,234.60000610351562,237.77000427246094,39989200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.047243121499729424,-0.01639040328219421,-0.030852718217535213
