formation_days,rebalances,mean_ic,ic_t,pct_negative,ls_spread_ann,ls_t,effect,significant
5,31,-0.007765289884914475,-0.2881077499020421,0.5806451612903226,0.006572578569595783,0.07508964026500309,none,FALSE
10,31,0.043301489098838464,1.6513914770217284,0.45161290322580644,-0.20678160778585397,-2.3969269701494005,none,FALSE
21,31,0.016955902548630053,0.6127743378187852,0.5161290322580645,-0.12778166861629078,-1.4903786548922928,none,FALSE
63,31,0.023103259923735808,0.782073739568188,0.41935483870967744,-0.10095279691743166,-1.00720716749407,none,FALSE
