symbol,price,high_52w,low_52w,last_fetched,industry,market_cap,pe_ratio,pe_forward,pb_ratio,eps,eps_forward,roe,roa,profit_margin,operating_margin,revenue,revenue_per_share,ebitda,ev_ebitda,earningsGrowth,revenue_growth,beta_av,analyst_target,analyst_strong_buy,analyst_buy,analyst_hold,analyst_sell,analyst_strong_sell,shares_outstanding,dividend_yield,peg_ratio,ev_revenue,book_value,company,sector,pe_score,pb_score,roe_score,margin_score,analyst_total,analyst_score,analyst_upside,fundamental_score,price_now,price_1m,price_3m,price_6m,price_1y,ret_1m,ret_3m,ret_6m,ret_1y,ma20,ma50,ma200,rsi14,macd_line,macd_signal,macd_hist,bb_upper,bb_lower,bb_pct,vol_annual,avg_vol_30,beta,spy_mean_daily,mean_daily_ret,mean_daily_alpha,sd_daily_alpha,days_in_pull,today_alpha,jensen_alpha_ann,tracking_error,info_ratio,above_ma20,above_ma50,above_ma200,golden_cross,rsi_zone,macd_bullish,trend_score,rsi_score,ret3m_score,ret6m_score,macd_score,momentum_score,days_tracked,cum_alpha_all,alpha_30d,alpha_63d,alpha_hit_rate,hist_mean_alpha,hist_sd_alpha,hist_alpha_ann,hist_ir,confidence_weight,alpha_streak,squeeze_score,squeeze_tier,short_percent_float,short_ratio,short_trend,fundamentals_improving,short_float_pct,improvement_count,put_call_ratio,put_call_oi,options_volume,avg_iv,options_score,options_sentiment,above_vwap,squeeze_poly,debt_equity_poly,revenue_poly,gross_margin,fcf,shares_float,market_cap_poly,vwap,vol_ratio,open_gap_pct,debt_equity,fcf_sec,debt_equity_sec,gross_margin_sec,revenue_sec,total_debt_sec,cash_sec,rev_cagr_sec,equity_sec,total_debt,cash,rev_cagr,p_ann_alpha,p_ir,p_hit_rate,p_streak,p_alpha_63d,alpha_score_raw,alpha_score,q_pe,q_pb,q_roe,q_de,q_margin,q_analyst,quality_gate,tech_filter,options_signal,options_live,final_score,master_score,rating,signal,golden_cross_flag,squeeze_candidate,regime,confidence_band,master_percentile,expected_return_1d,primary_driver,signal_matches,close,changesPercentage,yearHigh,yearLow,priceToBook,enterpriseToEbitda,grossMargin,operatingMargin,profitMargins,returnOnEquity,revenueGrowth,debtToEquity,debt_to_equity,currentRatio,current_ratio,marketCap,mktcap_fmt,pe_fmt,ret_1m_fmt,ret_3m_fmt,ret_6m_fmt,ret_1y_fmt,value_score,quality_score,growth_score,safety_score,short_float,tier
RTX,NA,226.41,153.36,2026-09-18,AEROSPACE & DEFENSE,260845093000,34.01,25.32,3.997,5.69,5.69,0.123,0.0421,0.0828,0.127,93499998000,69.43,15895000000,18.39,0.287,0.1338,0.287,234.82,4,11,8,0,0,1347758000,0.0141,2.282,3.164,49.25,RTX Corporation,INDUSTRIALS,45,60,65,60,23,70.7,NA,58.82,192.19,209.22,186.59,189.71,160.54,-0.0814,0.03,0.0131,0.1971,200.8275,207.935,194.4118,28.8875,-2.3229,-1.9518,-0.3712,213.8663,187.7887,0.1688,0.143,3929895.2381,0.4323,8e-4,0.0014,6e-4,0.0155,749,-0.0039,0.2671,0.246,0.601,FALSE,FALSE,FALSE,TRUE,Oversold,FALSE,15,20,55.4404,29.0155,30,32.1852,766,0.2585,-0.1376,0.0182,0.4444,-3e-4,0.0166,-0.078,-0.2953,1,0,13.91,No Signal,0.01,3.8,Increasing,FALSE,1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,5980666666.6667,NA,NA,NA,NA,NA,0.48,5980666666.6667,0.48,NA,80738000000,31858000000,8305000000,0.1338,66377000000,31858000000,8305000000,0.1338,41.5,39.4,13,0,58,33.6,33.6,38.8,64.5,46.4,49.5,44.8,70.7,49.7,25.5,50,FALSE,34.1,34.1,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,26.8,-3e-4,Balanced,GX,192.19,-8.14,226.41,153.36,3.997,18.39,NA,0.127,0.0828,0.123,0.1338,0.48,0.48,NA,NA,260845093000,$260.8B,34,-8.1%,+3%,+1.3%,+19.7%,49.7,49.7,25.5,49.82,0.01,Tier 2: Golden Cross
RXRX,NA,7.18,2.77,2026-09-14,BIOTECHNOLOGY,1716067000,NA,NA,1.873,-1,-1,-0.566,-0.273,0,-17.6,54856000,0.108,-471604000,-5.31,0,0.2944,1.071,7.22,2,1,4,0,0,535342000,NA,NA,23.19,1.71,Recursion Pharmaceuticals Inc,HEALTHCARE,50,75,15,20,7,67.9,NA,41.79,3.7,3.25,3.34,2.94,4.81,0.1385,0.10780000000000001,0.2585,-0.2308,3.4697,3.2894,3.5952,55.6181,3.6529,2.0219,1.631,3.9639,2.9756,0.733,0.7982,19045690.9091,2.683,8e-4,4e-4,-4e-4,0.0491,750,-0.0792,-0.4548,0.7799,-0.1305,TRUE,TRUE,TRUE,FALSE,Neutral,TRUE,80,85,67.8756,62.6943,70,72.6516,767,-0.7199,0.1125,0.0114,0.3968,-0.0017,0.0364,-0.4182,-0.7231,1,0,50.11,Low Signal,0.33,12.56,Stable,FALSE,33.4%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-350293666.6667,NA,NA,NA,NA,NA,0.0052,-350293666.6667,0.0052,NA,74681000,4753000,545683000,0.2944,915003000,4753000,545683000,0.2944,20.7,24.4,2.6,0,57,21.4,21.4,50,91.3,7.7,96.4,17,67.9,48.6,69.8,50,FALSE,37.1,37.1,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,29.9,-0.0017,Balanced,MACD RSI MA200,3.7,13.850000000000001,7.18,2.77,1.873,-5.31,NA,-17.6,0,-0.566,0.2944,0.0052,0.0052,NA,NA,1716067000,$1.7B,N/A,+13.9%,+10.8%,+25.9%,-23.1%,48.6,48.6,69.8,49.16,0.33,No Signal
SANA,NA,6.55,2.61,2026-09-14,BIOTECHNOLOGY,936999000,NA,NA,6.06,-0.75,-0.75,-1.529,-0.292,0,0,0,0,-174186000,-1.082,0,0,2.131,8.43,2,6,1,0,0,299361000,NA,NA,NA,0.516,Sana Biotechnology Inc,HEALTHCARE,50,40,15,20,9,77.8,NA,35.78,3.08,3.78,3.26,2.77,3.26,-0.1852,-0.0552,0.1119,-0.0552,3.507,3.4752,3.6662,38.6947,-4.9139,-3.2695,-1.6444,4.3601,2.6539,0.2497,0.6996,3489957.1429,2.0066,8e-4,0.0024,0.0016,0.0829,749,8e-4,0.1888,1.3162,0.3041,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,20,38.8601,39.8964,30,29.3873,766,-0.6384,-0.1388,-0.1503,0.4048,-0.0015,0.0402,-0.3791,-0.5942,1,1,47.04,Low Signal,0.14,12.22,Stable,FALSE,13.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-224987666.6667,NA,NA,NA,NA,NA,NA,-224987666.6667,NA,NA,NA,NA,57073000,NA,154568000,NA,57073000,NA,22.3,26.9,3.6,47.2,28.5,23.1,23.1,50,43.7,2.6,50,17,77.8,35.2,30.4,50,FALSE,26.7,26.7,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,16,-0.0015,Balanced,,3.08,-18.52,6.55,2.61,6.06,-1.082,NA,0,0,-1.529,0,NA,NA,NA,NA,936999000,$937M,N/A,-18.5%,-5.5%,+11.2%,-5.5%,35.2,35.2,30.4,41.120000000000005,0.14,No Signal
SENEA,NA,210,99.58,2026-09-14,PACKAGED FOODS,1290584000,11.01,39.37,1.665,17.31,17.31,0.168,0.0828,0.0675,0.0719,1767391000,259.54,204056000,7.29,0.331,0.331,-0.024,202,0,1,0,0,0,5221200,NA,0.831,0.808,114.34,Seneca Foods Corp A,CONSUMER DEFENSIVE,90,75,65,40,1,75,NA,70.5,179.15,189.66,168.16,151.78,103.6,-0.0554,0.0654,0.1803,0.7292,191.4045,182.2626,148.7454,41.3516,-0.6031,0.6569,-1.26,207.6201,175.1889,0.1221,0.3661,90866.6667,0.2046,8e-4,0.0018,0.001,0.0226,749,-0.0023,0.4173,0.3591,0.6966,FALSE,FALSE,TRUE,TRUE,Neutral,FALSE,35,45,60.6218,50.2591,30,46.7383,766,1.0573,0.0027,0.1138,0.5635,0.0022,0.0307,0.5481,1.1236,1,0,17.53,No Signal,0.05,2.59,Increasing,FALSE,4.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,89325000,NA,NA,NA,NA,NA,0.2803,89325000,0.2803,NA,NA,217102000,86921000,NA,774456000,217102000,86921000,NA,77.2,73.6,94.3,0,70.5,71,71,94.2,94,57.2,67.6,41.8,75,71.2,49,50,FALSE,65.8,65.8,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,75.3,0.0022,Alpha Leader,GX MA200 α>SPY,179.15,-5.54,210,99.58,1.665,7.29,NA,0.0719,0.0675,0.168,0.331,0.2803,0.2803,NA,NA,1290584000,$1.3B,11,-5.5%,+6.5%,+18%,+72.9%,71.2,71.2,49,62.72,0.05,Tier 2: Golden Cross
SG,NA,10.63,4.49,2026-09-15,RESTAURANTS,845193000,78.89,18.8,1.807,0.09,0.09,0.0307,-0.0904,0.0201,-0.126,681770000,5.75,-59441000,11.71,0,0.0786,2.206,7,2,2,10,0,1,107148000,NA,NA,1.552,3.928,Sweetgreen Inc,CONSUMER CYCLICAL,25,75,40,40,15,56.7,NA,44.92,7.71,7.01,8.96,4.7,8.34,0.0999,-0.1395,0.6404,-0.0755,6.9335,6.523,6.8359,63.5444,2.8464,1.725,1.1214,7.5106,6.3564,1.1728,0.55,4725319.0476,1.7464,8e-4,7e-4,-1e-4,0.0469,749,0.038,-0.1933,0.744,-0.0491,TRUE,TRUE,TRUE,FALSE,Neutral,TRUE,80,85,23.3161,88.0829,70,64.3614,766,-0.6694,0.4265,-0.1003,0.5794,0.0035,0.0515,0.8944,1.0941,1,4,43.81,Low Signal,0.24,4.99,Stable,FALSE,23.7%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-74482333.3333,NA,NA,NA,NA,NA,NA,-74482333.3333,NA,NA,679474000,NA,142631000,0.0786,467621000,NA,142631000,0.0786,89.1,73.1,98.4,96.9,38.3,80.1,80.1,7.2,92.3,30.4,50,26.8,56.7,38.4,78.2,50,FALSE,73.4,73.4,Strong,Strong,FALSE,FALSE,NEUTRAL,Proven,87.1,0.0035,Alpha Leader,MACD RSI MA200 α>SPY,7.71,9.99,10.63,4.49,1.807,11.71,NA,-0.126,0.0201,0.0307,0.0786,NA,NA,NA,NA,845193000,$845.2M,78.9,+10%,-14%,+64%,-7.6%,38.4,38.4,78.2,43.04,0.24,Tier 4: High Score
SMPL,NA,27.3,9.83,2026-09-15,PACKAGED FOODS,870262000,NA,6.39,0.614,-2.11,-2.11,-0.122,0.0538,-0.143,0.128,1392235000,14.6,217475000,9.06,-0.326,0.0805,0.17,14.38,0,4,7,0,0,88441000,NA,1.643,0.853,16.04,Simply Good Foods Co,CONSUMER DEFENSIVE,50,90,15,20,11,59.1,NA,43.91,9.59,10.97,12.29,14.35,25.63,-0.1258,-0.2197,-0.3317,-0.6258,10.53,10.8076,14.1523,35.6867,-3.2286,-2.4801,-0.7485,11.7567,9.3033,0.1168,0.5066,2322819.0476,0.4171,8e-4,-0.0014,-0.0023,0.0237,749,-0.0299,-0.4528,0.376,-1.5298,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,20,13.9896,3.6269,30,14.6723,766,-0.8507,-0.1077,-0.2207,0.4365,-0.0027,0.0362,-0.6777,-1.1779,1,0,31.13,No Signal,0.09,3.42,Stable,FALSE,8.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.3624,175802666.6667,NA,NA,NA,NA,NA,0.28,175802666.6667,0.28,0.3624,1450920000,397037000,123884000,0.0805,1418120000,397037000,123884000,0.0805,12.4,15.5,8.8,0,17.6,12,12,50,100,19.1,68.5,6.7,59.1,46,8.1,50,FALSE,16.2,16.2,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,4.6,-0.0027,Balanced,,9.59,-12.58,27.3,9.83,0.614,9.06,0.3624,0.128,-0.143,-0.122,0.0805,0.28,0.28,NA,NA,870262000,$870.3M,N/A,-12.6%,-22%,-33.2%,-62.6%,46,46,8.1,47.599999999999994,0.09,No Signal
SNAP,NA,9.28,3.81,2026-09-20,INTERNET CONTENT & INFORMATION,9352324000,NA,8.01,4.853,-0.18,-0.18,-0.156,-0.0272,-0.049,-0.0264,6351084000,3.759,-146279008,1102.19,3.958,0.1348,1.05,7.39,3,8,29,1,2,1437047000,NA,496.06,1.719,1.146,Snap Inc,COMMUNICATION SERVICES,50,60,15,20,43,55.2,NA,37.52,5.29,5.53,4.34,3.93,8.42,-0.0434,0.2189,0.3461,-0.3717,5.548,5.232,5.7092,45.2871,1.4304,2.1448,-0.7145,5.8756,5.2204,0.1063,0.5445,36088277.2727,1.8503,8e-4,2e-4,-6e-4,0.0358,750,-0.0515,-0.3418,0.5685,-0.2874,FALSE,TRUE,FALSE,FALSE,Neutral,FALSE,55,45,80.3109,70.4663,30,61.6865,767,-0.6829,-0.0357,0.0452,0.4603,-8e-4,0.0356,-0.2141,-0.3793,1,0,34.01,No Signal,0.07,3.07,Decreasing,FALSE,6.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,230212333.3333,NA,NA,NA,NA,NA,1.7547,230212333.3333,1.7547,NA,5931447000,3381448000,958848000,0.1348,1927088000,3381448000,958848000,0.1348,32.6,37.3,22.3,0,63.2,33,33,50,55.7,17.5,12.6,12.9,55.2,32,62.9,50,FALSE,40,40,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,37.1,-8e-4,Balanced,,5.29,-4.34,9.28,3.81,4.853,1102.19,NA,-0.0264,-0.049,-0.156,0.1348,1.7547,1.7547,NA,NA,9352324000,$9.4B,N/A,-4.3%,+21.9%,+34.6%,-37.2%,32,32,62.9,39.2,0.07,No Signal
SOFI,NA,32.73,14.88,2026-09-15,CREDIT SERVICES,22369997000,35.35,21.64,2.02,0.49,0.49,0.071,0.0125,0.149,0.17,4268439000,3.445,NA,NA,0.404,0.2123,2.208,20.34,3,5,12,2,2,1291570000,NA,0.624,5.99,8.58,SoFi Technologies Inc.,FINANCIAL SERVICES,25,75,40,60,24,55.2,NA,47.77,16.55,18.24,17.3,15.23,29.09,-0.0927,-0.0434,0.0867,-0.4311,17.569,17.6202,19.3282,40.7582,-1.7703,-1.1776,-0.5927,18.9881,16.1499,0.141,0.4294,43301381.8182,2.3511,8e-4,0.0018,9e-4,0.0324,750,-0.0283,-0.0472,0.5137,0.4599,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,45,42.487,38.342,30,33.9145,767,0.233,-0.0744,-0.1373,0.4683,-0.0027,0.0281,-0.6782,-1.5224,1,0,39.95,No Signal,0.15,5.23,Increasing,FALSE,14.6%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-4199174000,NA,NA,NA,NA,NA,0.298,-4199174000,0.298,NA,619353000,3300544000,3126237000,0.2123,11076227000,3300544000,3126237000,0.2123,11.9,7.8,29.5,0,32.1,16.2,16.2,36.7,88,36.1,64.9,60.8,55.2,52.9,35.3,50,FALSE,26.3,26.3,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,13.4,-0.0027,Balanced,,16.55,-9.27,32.73,14.88,2.02,NA,NA,0.17,0.149,0.071,0.2123,0.298,0.298,NA,NA,22369997000,$22.4B,35.4,-9.3%,-4.3%,+8.7%,-43.1%,52.9,52.9,35.3,51.739999999999995,0.15,No Signal
SOUN,NA,22.17,5.65,2026-09-15,SOFTWARE - APPLICATION,2780142000,NA,227.27,5.66,-0.62,-0.62,-0.322,-0.195,-0.674,-0.759,203200000,0.484,-154590000,135.77,0,0,2.831,12.71,0,6,2,0,0,411577000,NA,NA,12.7,1.125,SoundHound AI Inc,TECHNOLOGY,50,40,15,20,8,68.8,NA,34.88,6.01,7,6.21,5.9,18.05,-0.1414,-0.0322,0.0186,-0.667,6.499,6.6447,8.0078,38.29,-3.6927,-2.9237,-0.769,7.3393,5.6587,0.209,0.3817,22127286.3636,2.9122,8e-4,0.0039,0.0031,0.0645,750,-0.0108,0.3692,1.0246,0.7518,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,20,45.5959,29.5337,30,29.3355,767,0.5891,-0.1845,-0.1618,0.3889,-0.0032,0.0381,-0.8047,-1.3316,1,1,44.64,Low Signal,0.4,6.95,Increasing,FALSE,40.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-92433000,NA,NA,NA,NA,NA,NA,-92433000,NA,NA,NA,NA,202776000,NA,490430000,NA,202776000,NA,9.3,12.4,1,47.2,24.4,14.5,14.5,50,47.5,12.9,50,2.1,68.8,35.1,26.9,50,FALSE,20.6,20.6,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,9.8,-0.0032,Balanced,,6.01,-14.14,22.17,5.65,5.66,135.77,NA,-0.759,-0.674,-0.322,0,NA,NA,NA,NA,2780142000,$2.8B,N/A,-14.1%,-3.2%,+1.9%,-66.7%,35.1,35.1,26.9,41.06,0.4,No Signal
SPGI,NA,518.88,358.55,2026-09-18,FINANCIAL DATA & STOCK EXCHANGES,119131628000,24.75,19.88,3.807,16.33,16.33,0.143,0.0703,0.305,0.448,16122000000,53.79,8143000000,15.67,0.177,0.10780000000000001,1.077,520.3,6,17,1,0,0,294800000,0.0095,1.943,8.15,106.86,S&P Global Inc,FINANCIAL SERVICES,60,60,65,90,24,80.2,NA,68.02,406.5,435.42,373.8316,384.333,469.9716,-0.0664,0.0874,0.0577,-0.1351,423.8315,424.2314,427.0524,41.2804,-1.3323,-0.6546,-0.6778,454.1116,393.5513,0.2138,0.2809,1810595.2381,0.6892,8e-4,3e-4,-5e-4,0.0142,749,0.0122,-0.059,0.2251,-0.5523,FALSE,FALSE,FALSE,FALSE,Neutral,FALSE,15,45,63.7306,36.2694,30,39.8731,766,-0.3689,-0.0046,0.0648,0.4762,-0,0.0191,-0.0086,-0.0283,1,1,24.24,No Signal,0.02,3.27,Decreasing,FALSE,2.2%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,4862666666.6667,NA,NA,NA,NA,NA,0.3999,4862666666.6667,0.3999,NA,15336000000,12598000000,4134000000,0.10780000000000001,31501000000,12598000000,4134000000,0.10780000000000001,49.2,49.2,35.8,47.2,64.2,48.6,48.6,56.1,66.7,51.5,58.6,89.2,80.2,64.1,40,50,FALSE,48.9,48.9,Neutral,Neutral,FALSE,FALSE,NEUTRAL,Proven,50.5,-0,Balanced,,406.5,-6.64,518.88,358.55,3.807,15.67,NA,0.448,0.305,0.143,0.10780000000000001,0.3999,0.3999,NA,NA,119131628000,$119.1B,24.8,-6.6%,+8.7%,+5.8%,-13.5%,64.1,64.1,40,58.459999999999994,0.02,Tier 5: Underdog Watch
SRPT,NA,25.32,14.68,2026-09-15,BIOTECHNOLOGY,2160073000,NA,20.66,1.414,-1.57,-1.57,-0.0948,-0.0113,-0.0693,0.13,1974344000,19,-17533000,16.91,26.64,0.3297,0.261,22.26,0,8,11,3,2,105627000,NA,159.25,1.224,14.46,Sarepta Therapeutics Inc,HEALTHCARE,50,90,15,20,24,51,NA,43.1,18.95,18.13,16.02,19.97,17.93,0.0452,0.1829,-0.0511,0.0569,20.8545,18.5788,19.2532,44.1826,1.4147,3.2346,-1.8199,23.1735,18.5355,0.0894,0.7762,3280009.5238,1.264,8e-4,-0.001,-0.0019,0.0496,749,-0.0519,-0.526,0.7873,-0.5976,FALSE,TRUE,FALSE,FALSE,Neutral,FALSE,55,45,76.6839,22.7979,30,51.0648,766,-0.9069,0.1126,0.0244,0.4444,-3e-4,0.0474,-0.0716,-0.0951,1,0,47.8,Low Signal,0.24,8.02,Stable,FALSE,24.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,NA,-409097666.6667,NA,NA,NA,NA,NA,0.5548,-409097666.6667,0.5548,NA,2198237000,847623000,571148000,0.3297,1527798000,847623000,571148000,0.3297,42.5,45.1,13,0,59.6,35.6,35.6,50,95.6,20.1,45.9,11.9,51,42.2,45.1,50,FALSE,38.9,38.9,Weak,Weak,FALSE,FALSE,NEUTRAL,Proven,33.5,-3e-4,Balanced,,18.95,4.52,25.32,14.68,1.414,16.91,NA,0.13,-0.0693,-0.0948,0.3297,0.5548,0.5548,NA,NA,2160073000,$2.2B,N/A,+4.5%,+18.3%,-5.1%,+5.7%,42.2,42.2,45.1,45.32,0.24,No Signal
STRL,NA,1005.68,281.57,2026-09-15,ENGINEERING & CONSTRUCTION,15631957000,36.77,19.42,11.52,13.9,13.9,0.4,0.145,0.126,0.201,3438486000,112.23,714010000,21.87,1.165,0.1236,1.847,876,0,7,0,0,0,30588500,NA,0.627,4.509,44.36,"Sterling Infrastructure, Inc.",INDUSTRIALS,25,20,95,60,7,75,NA,55.25,512,496.66,881.92,420.24,371.84,0.0309,-0.4194,0.2184,0.3769,487.3915,548.041,531.8042,49.9465,-2.3854,-4.1531,1.7677,527.6497,447.1333,0.8056,0.6002,572109.5238,2.149,8e-4,0.0036,0.0027,0.04,749,0.006,0.4483,0.6355,1.0853,TRUE,FALSE,FALSE,TRUE,Neutral,TRUE,15,45,3.6269,55.4404,70,29.6762,766,2.9308,-0.024,-0.5099,0.4762,-7e-4,0.0633,-0.1887,-0.1879,1,1,17.3,No Signal,0.04,2.19,Stable,FALSE,3.9%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.2298,397677000,NA,NA,NA,NA,NA,0.2091,397677000,0.2091,0.2298,2490049000,283875000,464451000,0.1236,1357315000,283875000,464451000,0.1236,35.2,41.5,35.8,47.2,1.6,33.1,33.1,34.5,20.8,85.6,73,57.7,75,58.8,41,50,FALSE,38.9,38.9,Weak,Weak,TRUE,FALSE,NEUTRAL,Proven,33.5,-7e-4,Balanced,GX MACD,512,3.09,1005.68,281.57,11.52,21.87,0.2298,0.201,0.126,0.4,0.1236,0.2091,0.2091,NA,NA,15631957000,$15.6B,36.8,+3.1%,-41.9%,+21.8%,+37.7%,58.8,58.8,41,55.279999999999994,0.04,Tier 2: Golden Cross
SWKS,NA,92.3,51.49,2026-09-20,SEMICONDUCTORS,13350034000,45.99,17.61,2.328,1.93,1.93,0.0509,0.0344,0.0723,0.0883,4014100000,26.8,880200000,16.22,-0.686,-0.0746,1.518,68.35,1,1,19,1,1,150406000,0.0311,12.57,3.298,38.13,Skyworks Solutions Inc,TECHNOLOGY,25,75,40,40,23,50,NA,44.25,91.45,66.86,69.94,53.65,81.26,0.3678,0.3075,0.7046,0.1254,77.825,69.8504,65.0376,66.8821,7.8157,6.4525,1.3632,96.8969,58.7531,0.8572,0.825,8003800,1.5939,8e-4,4e-4,-5e-4,0.025,749,0.0377,-0.245,0.3973,-0.3025,TRUE,TRUE,TRUE,TRUE,Neutral,TRUE,100,65,83.4197,89.1192,70,84.5997,766,-0.4869,0.3378,0.1605,0.5238,0.0028,0.0365,0.7117,1.2281,1,1,47.05,Low Signal,0.22,4.17,Decreasing,FALSE,21.8%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.4116,1473200000,NA,NA,NA,NA,NA,0.0866,1473200000,0.0866,0.4116,4086900000,496900000,790000000,-0.0746,5738300000,496900000,790000000,-0.0746,84.5,77.2,75.1,47.2,77.2,76,76,19.4,84.2,33.5,89.2,43.8,50,48.5,90.8,50,FALSE,75.4,75.4,Strong,Strong,TRUE,FALSE,NEUTRAL,Proven,89.7,0.0028,Alpha Leader,GX MACD RSI MA200,91.45,36.78,92.3,51.49,2.328,16.22,0.4116,0.0883,0.0723,0.0509,-0.0746,0.0866,0.0866,NA,NA,13350034000,$13.4B,46,+36.8%,+30.8%,+70.5%,+12.5%,48.5,48.5,90.8,49.099999999999994,0.22,Tier 2: Golden Cross
TDUP,NA,10.91,2.48,2026-09-15,INTERNET RETAIL,342781000,NA,NA,5.66,-0.18,-0.18,-0.368,-0.0825,-0.0665,-0.0674,334303000,2.636,-8703000,-2.746,0,0.0965,1.978,7.24,0,6,1,0,0,111010000,NA,NA,1.024,0.463,ThredUp Inc,CONSUMER CYCLICAL,50,40,15,20,7,71.4,NA,35.14,2.28,2.81,6.65,3.18,9.75,-0.1886,-0.6571,-0.283,-0.7662,2.602,3.9168,4.8232,27.0957,-12.5702,-13.7099,1.1397,2.8707,2.3333,-0.0991,0.5739,2292009.5238,1.5321,8e-4,0.0017,8e-4,0.0629,749,-0.0467,0.1012,0.9989,0.2132,FALSE,FALSE,FALSE,FALSE,Oversold,TRUE,15,20,0.5181,6.7358,70,15.2526,766,-0.6554,-0.2887,-0.6605,0.4921,-0.0033,0.0571,-0.8386,-0.9258,1,0,45.08,Low Signal,0.19,10.22,Increasing,FALSE,19.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.7939,-35699000,NA,NA,NA,NA,NA,0.2917,-35699000,0.2917,0.7939,310813000,17722000,42169000,0.0965,60748000,17722000,42169000,0.0965,7.3,19.7,46.1,0,0.5,16.4,16.4,50,47.5,11.9,66.7,12.4,71.4,39.2,5.8,50,FALSE,17.3,17.3,Very Weak,Very Weak,FALSE,FALSE,NEUTRAL,Proven,6.2,-0.0033,Balanced,MACD,2.28,-18.86,10.91,2.48,5.66,-2.746,0.7939,-0.0674,-0.0665,-0.368,0.0965,0.2917,0.2917,NA,NA,342781000,$342.8M,N/A,-18.9%,-65.7%,-28.3%,-76.6%,39.2,39.2,5.8,43.519999999999996,0.19,No Signal
TEAM,NA,198.6,56.01,2026-09-19,SOFTWARE - APPLICATION,48607715000,NA,35.84,46.05,-0.21,-0.21,-0.0448,0.0304,-0.0082,0.123,6572308000,25.26,436393000,229.68,1.722,0.2147,1.159,199.23,6,21,6,0,0,159005000,NA,2.006,7.41,4.177,Atlassian Corp Plc,TECHNOLOGY,50,20,15,20,33,75,NA,31.5,195.08,171.33,74.68,65.12,165.68,0.1386,1.6122,1.9957,0.1775,186.2243,148.386,111.3754,67.0491,6.5677,7.811,-1.2433,203.1788,169.2697,0.7612,0.5913,3667571.4286,1.2954,8e-4,7e-4,-1e-4,0.036,749,0.0042,-0.0899,0.5718,-0.0487,TRUE,TRUE,TRUE,TRUE,Neutral,FALSE,100,65,100,99.4819,30,87.6464,766,-0.4275,0.2944,1.3279,0.5159,0.0085,0.0601,2.1382,2.2422,1,2,26.52,No Signal,0.06,3.14,Stable,FALSE,6.1%,0,NA,NA,NA,NA,50,Unknown,FALSE,FALSE,NA,NA,0.8284,1224296333.3333,NA,NA,NA,NA,NA,0.9349,1224296333.3333,0.9349,0.8284,5215304000,989560000,1239512000,0.2147,1058442000,989560000,1239512000,0.2147,99.5,95.3,69.9,77.7,100,90.4,90.4,50,0.5,22.7,29.7,16.5,75,31.2,96.8,50,FALSE,83.1,83.1,Very Strong,Very Strong,TRUE,FALSE,NEUTRAL,Proven,95.9,0.0085,Alpha Leader,GX RSI MA200,195.08,13.86,198.6,56.01,46.05,229.68,0.8284,0.123,-0.0082,-0.0448,0.2147,0.9349,0.9349,NA,NA,48607715000,$48.6B,N/A,+13.9%,+161.2%,+199.6%,+17.8%,31.2,31.2,96.8,38.72,0.06,Tier 2: Golden Cross
