symbol,company,sector,industry,price,prev_close,vwap,market_cap,shares_outstanding,ret_1d,ret_5d,ret_1m,ret_3m,ret_6m,ret_1y,rsi14,adx,macd,macd_signal,bb_pct,sma20,sma50,sma200,above_ma20,above_ma50,above_ma200,golden_cross,trend_strength,range_pct,vol_20d,vol_60d,vol_252d,avg_vol_20d,pe_ratio,pb_ratio,ps_ratio,peg_ratio,roe,roa,roic,profit_margin,gross_margin,operating_margin,debt_equity,current_ratio,interest_coverage,revenue_growth,earnings_growth,fcf_growth,eps_growth,dcf_value,dcf_upside,eps,eps_estimate,eps_surprise_pct,earnings_beat_count,analyst_score,strong_buy,buy,hold,sell,total_analysts,beta,short_ratio,short_pct,adj_close_tiingo,tiingo_ret1m,sec_revenue,sec_net_income,high_52w,low_52w,fed_rate,yield_spread,vix,regime,data_confidence,last_updated,z_pe,z_pb,z_ps,z_peg,z_dcf,z_roe,z_roa,z_roic,z_margin,z_gmargin,z_omargin,z_cr,z_ic,z_de,z_rev_growth,z_earn_growth,z_fcf_growth,z_eps_growth,z_eps_surp,z_beat_count,z_ret1d,z_ret5d,z_ret1m,z_ret3m,z_ret6m,z_ret1y,z_rsi,z_adx,z_trend,z_analyst,z_news,z_beta,z_short,z_vol_ratio,value_score,quality_score,growth_score,momentum_score,safety_score,master_score_raw,confidence_penalty,master_score,master_percentile,value_percentile,quality_percentile,growth_percentile,momentum_percentile,rating,primary_driver,confidence_1d,confidence_5d,expected_return_1d,signal_matches,valuation_ok,popularity_penalty,chase_penalty,sweet_spot_score,sweet_spot_confidence,top15_eligible,sweet_spot_rank,is_unicorn_eligible,unicorn_score,unicorn_confidence,unicorn_rank,tier,score_explanation,rating_with_regime
NSC,NA,NA,NA,290.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.89,NA,-0.9953,0.1519,0.044,308.5,300.19,284.15,FALSE,FALSE,TRUE,TRUE,45,75.7,16.41,20.06,22.61,1402320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,3,7,17,0,27,1.3316989,NA,NA,NA,NA,NA,NA,317.83,206.34,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,26.8,50,45.6,28.5,50,51.8,50,66.7,50,50,50,49.3,55.7,49.57,5,44.6,32.3,50.8,50.8,52.4,4.8,Sell,Growth,NA,NA,NA,NA,TRUE,0,0,49,50,FALSE,NA,FALSE,49.8,50,NA,Sell,Growth: 52.4th | Momentum: 4.8th | Quality: 50.8th | Value: 50.8th,Sell (NEUTRAL)
OXY,NA,NA,NA,57.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.38,NA,5.307,4.9733,0.843,53.12,47.74,44.52,TRUE,TRUE,TRUE,TRUE,55,94.8,44.8,38.41,38.43,20020390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5,4,7,16,5,32,0.36550978,NA,NA,57.73,26.279,NA,NA,58.41,36.11,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,86.5,50,62,17.9,50,32.3,50,33.1,50,50,50,51.1,37.9,48.13,5,43.1,1.6,50.8,50.8,52.4,97.6,Sell,Momentum,NA,NA,NA,NA,TRUE,0,0,49.2,50,FALSE,NA,FALSE,50.4,50,NA,Sell,Growth: 52.4th | Momentum: 97.6th | Quality: 50.8th | Value: 50.8th,Sell (NEUTRAL)
PEP,NA,NA,NA,157.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.05,21.93355,-0.0431,0.8286,0.099,163.77,156.46,146.19,FALSE,TRUE,TRUE,TRUE,40,69.9,19.4,21.92,22.34,6504150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,3,10,15,1,29,0.40315408,NA,NA,156.5,-2.485,NA,NA,170.49,128.02,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,43.4,44.7,37.5,30.8,50,34.7,50,55.8,50,50,50,49.7,45.6,48.92,5,43.9,13.7,50.8,50.8,52.4,27.4,Sell,Growth,NA,NA,NA,NA,TRUE,0,0,49.2,50,FALSE,NA,FALSE,49.9,50,NA,Sell,Growth: 52.4th | Momentum: 27.4th | Quality: 50.8th | Value: 50.8th,Sell (NEUTRAL)
PG,NA,NA,NA,152.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.14,22.33332,-0.5968,0.3706,0.189,158.38,153.1,153.29,FALSE,FALSE,FALSE,FALSE,50,41,24.56,20.23,18.98,10117500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3,8,14,12,1,35,0.38488147,NA,NA,151.48,-5.058,NA,NA,172.39,138.04,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,43.5,45.5,53.8,50.5,50,33.6,50,23.3,50,50,50,49.7,35.4,48.79,5,43.8,11.3,50.8,50.8,52.4,27.4,Sell,Growth,NA,NA,NA,NA,TRUE,0,0,49.9,50,FALSE,NA,FALSE,49.9,50,NA,Sell,Growth: 52.4th | Momentum: 27.4th | Quality: 50.8th | Value: 50.8th,Sell (NEUTRAL)
PLTR,NA,NA,NA,152.72,155.08,155.2306,NA,NA,NA,NA,NA,NA,NA,NA,55,20.13505,0.8984,-0.4309,0.734,143.85,153.35,162.95,TRUE,FALSE,FALSE,FALSE,65,59.1,36.91,53.71,60.23,52296750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.9,8,14,10,1,34,1.7631309,NA,NA,155.08,16.584,NA,NA,207.18,74.01,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,64.6,41.1,78.4,48.5,50,24,50,75.3,50,50,50,50.3,47.2,49.78,5,44.8,39.5,50.8,50.8,52.4,79.8,Hold,Momentum,31.2,50,1.07,32,TRUE,0,0,50,36.8,TRUE,1,FALSE,50.1,50,NA,Top 15,Growth: 52.4th | Momentum: 79.8th | Quality: 50.8th | Value: 50.8th,Hold (NEUTRAL)
PSX,NA,NA,NA,173.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.79,NA,3.6182,3.0753,0.935,161.35,151.56,135.02,TRUE,TRUE,TRUE,TRUE,45,99.2,27.62,30.87,36.48,3385995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,3,10,13,1,27,0.8721456,NA,NA,172.71,10.095,NA,NA,174.09,92.87,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,45.6,33.3,50,64.9,50,64.3,50,50,50,50,60.3,50.24,5,45.2,60.5,50.8,50.8,52.4,58.1,Buy,Growth,NA,NA,NA,NA,TRUE,0,0,49.4,50,FALSE,NA,FALSE,50,50,NA,Buy,Growth: 52.4th | Momentum: 58.1th | Quality: 50.8th | Value: 50.8th,Buy (NEUTRAL)
REGN,NA,NA,NA,756.91,756.91,756.6534,NA,NA,NA,NA,NA,NA,NA,NA,46.16,10.56318,-0.4901,-1e-4,0.182,774.55,769.67,647.28,FALSE,FALSE,TRUE,TRUE,40,83.2,29.53,28.08,41.64,613175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.44,10.52,8.75,3,60.4,11,16,9,0,36,0.41283697,NA,NA,759.05,-4.23,NA,NA,812.27,483.07,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,56,43.9,50,50,50,50,50,50,50.1,21.7,37.5,64.9,50,35.4,50,67.9,50,50,50.3,49.4,49.5,50.44,5,45.4,71.8,50.8,50.8,90.3,9.7,Buy,Growth,NA,NA,NA,NA,TRUE,0,0,50.4,50,FALSE,NA,FALSE,49.9,50,NA,Buy,Growth: 90.3th | Momentum: 9.7th | Quality: 50.8th | Value: 50.8th,Buy (NEUTRAL)
ROST,NA,NA,NA,207.96,207.96,208.4346,NA,NA,NA,NA,NA,NA,NA,NA,57.5,34.62795,2.1727,2.4141,0.598,205.78,196.35,162.97,TRUE,TRUE,TRUE,TRUE,60,92.5,32.47,22.35,26.34,2903210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.85,8.11,4,61.5,9,9,7,0,25,0.96810794,NA,NA,209.19,5.767,NA,NA,214.83,123.54,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,54.9,62.2,50,50,50,50,50,50,68.7,70.4,70.2,66.4,50,71.1,50,28,50,50,51.1,51,51.8,51.19,5,46.2,90.3,50.8,50.8,93.5,92.7,Strong Buy,Growth,NA,NA,NA,NA,TRUE,0,0,51.2,50,FALSE,NA,FALSE,50.8,50,NA,Strong Buy,Growth: 93.5th | Momentum: 92.7th | Quality: 50.8th | Value: 50.8th,Strong Buy (NEUTRAL)
RTX,NA,NA,NA,206.06,206.06,206.3668,NA,NA,NA,NA,NA,NA,NA,NA,54.23,15.58426,1.0593,1.2712,0.591,204.62,199.5,170.74,TRUE,TRUE,TRUE,TRUE,55,93.8,29.7,25.34,27.91,7121650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,6,11,9,2,29,0.39594397,NA,NA,203.33,0.248,NA,NA,212.16,113.75,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,63.3,31.9,62,39.6,50,34.3,50,40.9,50,50,50,50,41,48.92,5,43.9,13.7,50.8,50.8,52.4,58.1,Sell,Growth,NA,NA,NA,NA,TRUE,0,0,49.6,50,FALSE,NA,FALSE,50,50,NA,Sell,Growth: 52.4th | Momentum: 58.1th | Quality: 50.8th | Value: 50.8th,Sell (NEUTRAL)
SBUX,NA,NA,NA,97.82,97.82,98.4886,NA,NA,NA,NA,NA,NA,NA,NA,51.39,27.26302,1.3164,1.4356,0.495,97.86,95.18,89.39,FALSE,TRUE,TRUE,TRUE,65,84.2,19.8,28.04,34.2,7954415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,10,14,16,3,45,0.9311085,NA,NA,97.57,2.285,NA,NA,101.44,78.46,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,58.7,55.5,78.4,36.1,50,68.7,50,77.9,50,50,50,50.4,65.9,50.87,5,45.9,84.7,50.8,50.8,52.4,84.7,Strong Buy,Momentum,NA,NA,NA,NA,TRUE,0,0,49.6,50,FALSE,NA,FALSE,50.1,50,NA,Strong Buy,Growth: 52.4th | Momentum: 84.7th | Quality: 50.8th | Value: 50.8th,Strong Buy (NEUTRAL)
SLB,NA,NA,NA,44.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.47,NA,-1.8402,-0.3123,0.085,49.06,48.29,38.59,FALSE,FALSE,TRUE,TRUE,40,65.8,38.07,38.77,38.28,17122715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,9,19,4,1,33,0.77865237,NA,NA,46.13,-7.444,NA,NA,51.85,31.72,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,31,50,37.5,67.2,50,58.9,50,46.2,50,50,50,49.4,52.4,50.67,5,45.7,79,50.8,50.8,52.4,9.7,Buy,Growth,NA,NA,NA,NA,TRUE,0,0,50.4,50,FALSE,NA,FALSE,49.8,50,NA,Buy,Growth: 52.4th | Momentum: 9.7th | Quality: 50.8th | Value: 50.8th,Buy (NEUTRAL)
SNOW,NA,NA,NA,174.4,174.6,175.5582,NA,NA,NA,NA,NA,NA,NA,NA,46.48,13.38817,-1.4631,-2.5393,0.546,173.22,189.66,217.61,TRUE,FALSE,FALSE,FALSE,55,29.9,54.39,53.9,51.99,6644705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4,17,31,8,1,57,1.2254761,NA,NA,174.6,-1.412,NA,NA,277.14,130.53,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50.7,27.4,62,69.2,50,58.6,50,42.2,50,50,50,49.6,51.1,50.68,5,45.7,79,50.8,50.8,52.4,19.4,Buy,Growth,16.9,44.6,0.42,65,TRUE,0,0,50.5,26.8,FALSE,NA,FALSE,49.9,46.2,NA,Buy,Growth: 52.4th | Momentum: 19.4th | Quality: 50.8th | Value: 50.8th,Buy (NEUTRAL)
TGT,NA,NA,NA,117.05,117.05,117.248,NA,NA,NA,NA,NA,NA,NA,NA,53.47,35.31365,1.6735,2.1615,0.488,117.17,111.88,99.59,FALSE,TRUE,TRUE,TRUE,45,89.9,31.01,31.63,35.06,6366795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,2.16,12.96,3,29.8,7,8,24,4,44,1.0800333,NA,NA,116.76,0.189,NA,NA,120.8,83.68,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,62.9,43.9,50,50,50,50,50,50,62.1,71.8,45.6,21.2,50,68,50,54.6,50,50,51,50.8,58.6,50.09,5,45.1,55.6,50.8,50.8,91.9,90.3,Hold,Growth,NA,NA,NA,NA,TRUE,0,0,49.5,50,FALSE,NA,FALSE,50.7,50,NA,Hold,Growth: 91.9th | Momentum: 90.3th | Quality: 50.8th | Value: 50.8th,Hold (NEUTRAL)
TJX,NA,NA,NA,156.02,156.02,156.1013,NA,NA,NA,NA,NA,NA,NA,NA,47.08,17.13698,0.3115,0.6945,0.203,158.24,155.58,142.51,FALSE,TRUE,TRUE,TRUE,40,88.2,16.54,16.83,18.3,5145190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,1.39,13.67,4,68.6,11,10,3,1,25,0.73944014,NA,NA,155.38,-1.013,NA,NA,161.73,113.26,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,64,62.2,50,50,50,50,50,50,51.6,35,37.5,76.5,50,56.4,50,53.1,50,50,52,49.7,53.5,51.65,5,46.6,96,50.8,50.8,98.4,27.4,Strong Buy,Growth,NA,NA,NA,NA,TRUE,0,0,51.3,50,FALSE,NA,FALSE,50.7,50,NA,Strong Buy,Growth: 98.4th | Momentum: 27.4th | Quality: 50.8th | Value: 50.8th,Strong Buy (NEUTRAL)
UBER,NA,NA,NA,74.66,77.79,78.3998,NA,NA,NA,NA,NA,NA,NA,NA,48.89,18.39091,-1.0204,-1.3516,0.616,73.85,77.78,87.69,TRUE,FALSE,FALSE,FALSE,70,28.3,31.66,31.08,35.57,19464980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,16,35,9,1,61,1.236882,NA,NA,77.79,10.293,NA,NA,100.1,64.62,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,54.6,37.6,86.5,66.4,50,57.9,50,54.2,50,50,50,49.9,54.4,50.91,5,45.9,84.7,50.8,50.8,52.4,44.4,Strong Buy,Growth,14.7,41.2,0.46,34,TRUE,0,0,50.5,25.3,FALSE,NA,FALSE,50,43.8,NA,Strong Buy,Growth: 52.4th | Momentum: 44.4th | Quality: 50.8th | Value: 50.8th,Strong Buy (NEUTRAL)
UNP,NA,NA,NA,242.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.01,NA,-0.4806,0.8997,0.007,258.97,246.18,231.39,FALSE,FALSE,TRUE,TRUE,40,57.8,18.82,22.88,22.91,3015505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.7,9,10,12,0,31,0.99430364,NA,NA,NA,NA,NA,NA,266.97,208.27,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,30.2,50,37.5,55.3,50,72.8,50,59.4,50,50,50,49.4,61.9,51.02,5,46,87.1,50.8,50.8,52.4,9.7,Strong Buy,Growth,NA,NA,NA,NA,TRUE,0,0,50,50,FALSE,NA,FALSE,49.8,50,NA,Strong Buy,Growth: 52.4th | Momentum: 9.7th | Quality: 50.8th | Value: 50.8th,Strong Buy (NEUTRAL)
UPS,NA,NA,NA,97.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.45,NA,-3.5735,-1.818,0.115,108.97,109.5,97.24,FALSE,FALSE,TRUE,TRUE,30,39.6,29.3,27.39,31.11,6024025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,8,9,14,4,35,1.0370519,NA,NA,NA,NA,NA,NA,120,82.58,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,17.8,50,21.1,36.1,50,70.8,50,50.2,50,50,50,49,58.4,49.99,5,45,50.8,50.8,50.8,52.4,1.6,Hold,Growth,NA,NA,NA,NA,TRUE,0,0,49.2,50,FALSE,NA,FALSE,49.6,50,NA,Hold,Growth: 52.4th | Momentum: 1.6th | Quality: 50.8th | Value: 50.8th,Hold (NEUTRAL)
VLO,NA,NA,NA,232.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.11,NA,4.8008,4.2893,0.849,213.77,198.11,166.14,TRUE,TRUE,TRUE,TRUE,70,97.5,37.74,38.13,38.82,3571315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.1,4,11,11,0,26,0.7029709,NA,NA,235.96,19.57,NA,NA,235.81,104.69,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,86.1,50,86.5,44.4,50,54,50,47.9,50,50,50,51.1,51,50.1,5,45.1,55.6,50.8,50.8,52.4,97.6,Hold,Momentum,NA,NA,NA,NA,TRUE,0,0,50.1,50,FALSE,NA,FALSE,50.4,50,NA,Hold,Growth: 52.4th | Momentum: 97.6th | Quality: 50.8th | Value: 50.8th,Hold (NEUTRAL)
VRTX,NA,NA,NA,466.1,466.1,466.9288,NA,NA,NA,NA,NA,NA,NA,NA,46.78,17.51659,0.2316,0.5357,0.257,477.2,469.73,438.29,FALSE,FALSE,TRUE,TRUE,35,67.6,41.8,34.6,36.66,1410700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2,12,19,7,0,39,0.33611864,NA,NA,462.49,-3.107,NA,NA,513.76,366.54,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51.1,35.8,29.3,64.6,50,30.4,50,35.1,50,50,50,49.7,37.7,49.47,5,44.5,29,50.8,50.8,52.4,27.4,Sell,Growth,NA,NA,NA,NA,TRUE,0,0,50.4,50,FALSE,NA,FALSE,49.9,50,NA,Sell,Growth: 52.4th | Momentum: 27.4th | Quality: 50.8th | Value: 50.8th,Sell (NEUTRAL)
WMT,NA,NA,NA,125.99,125.99,125.7955,NA,NA,NA,NA,NA,NA,NA,NA,52.4,14.57032,0.3623,0.6305,0.538,125.74,122.87,107.6,TRUE,TRUE,TRUE,TRUE,45,84.8,26.97,25.12,24.99,23877875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.7,5.71,3,66.9,14,31,4,0,49,0.67112905,NA,NA,125.08,-2.926,NA,NA,133.89,81.79,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51,43.9,50,50,50,50,50,50,60.4,29.8,45.6,74.2,50,52,50,39.7,50,50,49.8,49.9,47.7,50.59,5,45.6,75.8,50.8,50.8,12.9,44.4,Buy,Quality,NA,NA,NA,NA,TRUE,0,0,50.8,50,FALSE,NA,FALSE,49.9,50,NA,Buy,Growth: 12.9th | Momentum: 44.4th | Quality: 50.8th | Value: 50.8th,Buy (NEUTRAL)
XOM,NA,NA,NA,157.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.79,NA,2.1636,2.2576,1.078,151.01,142.01,120.06,TRUE,TRUE,TRUE,TRUE,55,100,25.33,26.67,24.89,21326765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6,7,11,12,2,32,0.35060683,NA,NA,158.81,8.633,NA,NA,157.23,99.93,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,82.3,50,62,43.7,50,31.3,50,44.4,50,50,50,51,40.8,49.24,5,44.2,18.5,50.8,50.8,52.4,92.7,Sell,Momentum,NA,NA,NA,NA,TRUE,0,0,50.1,50,FALSE,NA,FALSE,50.3,50,NA,Sell,Growth: 52.4th | Momentum: 92.7th | Quality: 50.8th | Value: 50.8th,Sell (NEUTRAL)
YUM,NA,NA,NA,161.78,161.78,162.7243,NA,NA,NA,NA,NA,NA,NA,NA,53.7,25.36289,0.0541,0.3623,0.483,161.99,158.56,149.96,FALSE,TRUE,TRUE,TRUE,50,78.7,19.25,19.78,22.86,1786990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7,6,11,18,0,35,0.6250374,NA,NA,163.69,2.017,NA,NA,168.16,138.21,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,62.5,51.7,53.8,39.6,50,49,50,57.8,50,50,50,50.4,51.9,49.87,5,44.9,44.4,50.8,50.8,52.4,84.7,Hold,Momentum,NA,NA,NA,NA,TRUE,0,0,49.8,50,FALSE,NA,FALSE,50.1,50,NA,Hold,Growth: 52.4th | Momentum: 84.7th | Quality: 50.8th | Value: 50.8th,Hold (NEUTRAL)
ZBH,NA,NA,NA,93.3,93.3,93.8673,NA,NA,NA,NA,NA,NA,NA,NA,46.6,24.69829,-0.0455,0.7676,0.228,96.53,92.4,95.28,FALSE,TRUE,FALSE,FALSE,55,27.6,22.04,23.2,31.77,2102605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,2.3978,0.93,4,30.2,4,8,20,3,35,0.5721352,NA,NA,92.52,-4.766,NA,NA,113.18,85.71,3.64,0.5500000000000003,23.51,NEUTRAL,50,2026-03-17,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,43.2,62.2,50,50,50,50,50,50,50.9,50.3,62,21.7,50,45.6,50,69.1,50,50,49.9,50,54,49.3,5,44.3,22.6,50.8,50.8,16.1,58.1,Sell,Momentum,NA,NA,NA,NA,TRUE,0,0,49,50,FALSE,NA,FALSE,50,50,NA,Sell,Growth: 16.1th | Momentum: 58.1th | Quality: 50.8th | Value: 50.8th,Sell (NEUTRAL)
